id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
UPK:9991	o	66.523	62.554	1.063	771	1159	725	1159	0.0507	0.471	PTM	O13297, O14467, P00044, P00330, P00331, P00358, P00359, P00445, P00447, P00498, P00549, P00560, P00817, P00830, P00899, P00924, P00925, P00931, P00937, P00942, P00950, P00958, P01120, P01123, P02293, P02294, P02309, P02406, P02829, P02994, P03872, P04037, P04147, P04449, P04456, P04801, P04802, P04806, P04807, P04840, P04911, P05030, P05317, P05374, P05453, P05626, P05694, P05739, P05740, P05744, P05747, P05750, P05755, P05756, P05759, P06101, P06105, P06106, P06168, P06169, P06634, P06738, P06778, P06786, P06787, P06843, P07149, P07170, P07213, P07244, P07245, P07248, P07251, P07253, P07257, P07259, P07260, P07261, P07262, P07264, P07278, P07283, P07560, P07806, P07991, P08417, P09064, P09201, P09436, P09440, P09624, P09798, P09938, P09959, P0C0T4, P0C0W9, P0C0X0, P0C2I9, P0CH08, P0CS91, P0CT05, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10080, P10081, P10507, P10591, P10592, P10664, P10869, P10964, P11076, P11412, P11484, P12383, P12385, P12612, P12684, P12709, P12945, P13188, P13298, P13382, P13574, P13663, P14120, P14126, P14164, P14540, P14682, P14742, P14832, P14906, P14907, P14922, P15019, P15108, P15180, P15436, P15454, P15565, P15625, P15646, P15705, P15731, P15873, P15891, P15992, P16120, P16140, P16387, P16521, P16550, P16649, P16861, P16862, P16965, P17106, P17157, P17255, P17423, P17442, P17505, P17536, P17629, P17695, P17709, P17890, P17891, P17967, P18412, P18480, P18562, P18888, P19097, P19262, P19263, P19358, P19414, P19659, P19812, P19882, P20095, P20134, P20448, P20449, P20676, P21243, P21373, P21538, P21576, P21957, P21965, P22082, P22134, P22137, P22138, P22141, P22147, P22203, P22217, P22515, P22579, P22936, P22943, P23248, P23254, P23255, P23292, P23293, P23301, P23542, P23615, P24280, P24783, P25037, P25087, P25297, P25302, P25357, P25365, P25371, P25372, P25375, P25379, P25441, P25443, P25451, P25491, P25554, P25555, P25567, P25582, P25588, P25694, P26321, P26637, P26783, P26784, P26785, P26793, P27476, P27616, P27692, P28241, P28272, P28273, P28274, P28495, P28707, P28777, P28817, P29056, P29295, P29311, P29468, P29509, P29539, P29547, P29952, P30624, P30822, P30902, P31111, P31116, P31373, P31378, P31385, P31412, P31539, P31787, P32074, P32288, P32324, P32327, P32342, P32353, P32356, P32379, P32380, P32389, P32432, P32449, P32454, P32457, P32463, P32468, P32471, P32494, P32497, P32499, P32504, P32521, P32527, P32558, P32561, P32563, P32565, P32571, P32582, P32583, P32589, P32591, P32597, P32602, P32614, P32639, P32657, P32776, P32832, P32833, P32861, P32892, P32898, P32901, P32911, P32939, P33203, P33297, P33298, P33299, P33302, P33322, P33327, P33330, P33331, P33399, P33417, P33442, P34167, P34216, P34219, P34227, P34237, P34730, P34760, P35177, P35189, P35691, P35719, P35723, P35817, P35997, P36008, P36010, P36015, P36018, P36036, P36047, P36049, P36053, P36059, P36080, P36084, P36124, P36149, P36154, P36160, P36421, P36534, P37012, P37291, P37302, P37303, P37838, P38011, P38013, P38071, P38075, P38086, P38088, P38112, P38115, P38116, P38121, P38129, P38142, P38144, P38197, P38198, P38199, P38205, P38219, P38249, P38264, P38266, P38333, P38336, P38351, P38431, P38624, P38625, P38630, P38695, P38701, P38708, P38720, P38754, P38788, P38806, P38827, P38828, P38833, P38845, P38850, P38859, P38879, P38882, P38883, P38891, P38910, P38911, P38920, P38931, P38934, P38961, P38972, P38996, P39001, P39002, P39004, P39010, P39015, P39077, P39079, P39109, P39520, P39521, P39676, P39678, P39705, P39714, P39715, P39730, P39744, P39927, P39935, P39954, P39956, P39960, P39968, P39976, P39979, P39986, P40002, P40007, P40010, P40019, P40024, P40029, P40040, P40043, P40046, P40047, P40069, P40075, P40106, P40154, P40160, P40161, P40202, P40212, P40316, P40317, P40327, P40348, P40457, P40470, P40495, P40505, P40510, P40513, P40517, P40531, P40535, P40553, P40581, P40693, P40825, P40963, P41057, P41058, P41277, P41338, P41696, P41805, P41810, P41811, P41812, P41813, P41895, P41896, P41920, P41921, P41940, P42846, P42940, P43535, P43555, P43577, P43579, P43583, P43585, P43586, P43588, P43603, P43609, P43616, P43621, P45976, P45978, P46367, P46655, P46669, P46678, P46957, P46990, P47006, P47037, P47047, P47075, P47079, P47083, P47110, P47120, P47124, P48164, P48234, P48361, P48510, P48570, P48589, P48606, P48836, P49089, P49573, P49687, P49723, P50094, P50105, P52488, P52553, P52893, P52910, P53044, P53063, P53064, P53072, P53079, P53090, P53141, P53148, P53163, P53168, P53235, P53252, P53254, P53261, P53267, P53276, P53278, P53297, P53312, P53313, P53438, P53549, P53551, P53617, P53718, P53723, P53725, P53741, P53742, P53743, P53852, P53854, P53865, P53883, P53909, P53914, P53946, P54115, P54838, P54839, P54885, P60010, P61830, P69771, P80428, P89105, P89886, Q00055, Q00955, Q01080, Q01217, Q01329, Q01389, Q01448, Q01454, Q01476, Q01560, Q01662, Q01855, Q01939, Q01976, Q02159, Q02201, Q02206, Q02326, Q02455, Q02642, Q02724, Q02725, Q02753, Q02775, Q02792, Q02821, Q02892, Q02908, Q02950, Q03012, Q03048, Q03063, Q03195, Q03280, Q03281, Q03362, Q03373, Q03388, Q03434, Q03532, Q03558, Q03661, Q03690, Q03707, Q03750, Q03759, Q03761, Q03774, Q03790, Q03833, Q03940, Q04002, Q04004, Q04031, Q04067, Q04116, Q04178, Q04217, Q04225, Q04226, Q04347, Q04383, Q04409, Q04500, Q04545, Q04660, Q04697, Q04728, Q04773, Q04779, Q04869, Q04894, Q04947, Q05021, Q05022, Q05040, Q05050, Q05166, Q05506, Q05580, Q05775, Q05812, Q05905, Q05911, Q05933, Q05942, Q05948, Q05958, Q06103, Q06106, Q06177, Q06178, Q06205, Q06224, Q06337, Q06338, Q06344, Q06350, Q06440, Q06449, Q06505, Q06506, Q06511, Q06624, Q06631, Q06639, Q06673, Q06685, Q06697, Q06704, Q07458, Q07478, Q07551, Q07878, Q08208, Q08245, Q08421, Q08422, Q08647, Q08649, Q08686, Q08887, Q08923, Q08965, Q08972, Q08981, Q12018, Q12020, Q12080, Q12114, Q12118, Q12122, Q12136, Q12149, Q12156, Q12159, Q12186, Q12230, Q12250, Q12265, Q12287, Q12305, Q12306, Q12314, Q12329, Q12345, Q12363, Q12377, Q12389, Q12402, Q12433, Q12434, Q12460, Q12495, Q12499, Q12513, Q12514, Q12515, Q12672, Q12692, Q12754, Q3E754, Q6Q547, Q99216, Q99314, Q99383
.UPK:0007	o	18.205	17.170	1.060	211	1159	199	1159	0.549	1	Acetylation	O13297, P00330, P00331, P00498, P00549, P00560, P00958, P01123, P02293, P02294, P02309, P03872, P04147, P04802, P04911, P05374, P05453, P05744, P06169, P06634, P06843, P07149, P07170, P07253, P07259, P07262, P0C0W9, P0C0X0, P0CX31, P0CX41, P0CX43, P0CX47, P0CX55, P10080, P10081, P10591, P10592, P10664, P11412, P11484, P12612, P12709, P12945, P13382, P14832, P15019, P15180, P15454, P15565, P15625, P15891, P15992, P16521, P17106, P17255, P17709, P18412, P19263, P19358, P19659, P20095, P20676, P21243, P21965, P22138, P22141, P22203, P22515, P23248, P23292, P23301, P23542, P25087, P25379, P25443, P26637, P26783, P26784, P26785, P27616, P28495, P28707, P28777, P29311, P29547, P29952, P30902, P31412, P31539, P32288, P32327, P32342, P32356, P32449, P32457, P32468, P32471, P32563, P32565, P32589, P32602, P32861, P32911, P33297, P33298, P33331, P33399, P33442, P34730, P36008, P36036, P36080, P36421, P36534, P37012, P38011, P38013, P38088, P38197, P38624, P38701, P38754, P38828, P38879, P38883, P38910, P38911, P38972, P39002, P39015, P39077, P39079, P39954, P39979, P40019, P40046, P40075, P40161, P40348, P40510, P40531, P40693, P40963, P41338, P41921, P42940, P43535, P43577, P43588, P45978, P46957, P47037, P47083, P47120, P48164, P48836, P49723, P52553, P53079, P53168, P53267, P53549, P53723, P53725, P53883, P54838, P54885, P60010, P61830, P89886, Q00055, Q00955, Q01662, Q01855, Q01939, Q01976, Q02326, Q02455, Q02724, Q02821, Q03759, Q03761, Q03790, Q03940, Q04004, Q04067, Q04178, Q04409, Q04773, Q04779, Q05050, Q05506, Q05580, Q06449, Q06506, Q07458, Q07478, Q08245, Q08422, Q08647, Q08649, Q12156, Q12159, Q12250, Q12306, Q12377, Q12402, Q12434, Q12515, Q12692, Q3E754
.UPK:0648	o	4.573	4.314	1.060	53	1159	50	1159	0.84	1	Protein biosynthesis	P00958, P02994, P04801, P04802, P04803, P05453, P06634, P07260, P07263, P07284, P07806, P09064, P09436, P10081, P11484, P12385, P13188, P15180, P15624, P15625, P16521, P23301, P25039, P26637, P29547, P32324, P32471, P32497, P32911, P33309, P34167, P35691, P36008, P36421, P38088, P38249, P38431, P38705, P38707, P38708, P39730, P39935, P40825, P46655, P48525, P53235, P53852, P89886, Q03195, Q04067, Q05506, Q05775, Q12109
.UPK:0131	o	3.365	3.192	1.054	39	1159	37	1159	0.907	1	Cell cycle	P06101, P09798, P10962, P14682, P14907, P21576, P22579, P25694, P29539, P32457, P32468, P32597, P33309, P33322, P34161, P35169, P36047, P38198, P38630, P38806, P40316, P40348, P41940, P43572, P47037, P53141, P53168, P53267, P53313, P53865, Q03280, Q03790, Q04002, Q04116, Q05040, Q05166, Q08981, Q12018, Q12136
.UPK:0285	o	1.726	1.639	1.053	20	1159	19	1159	1	1	Flavoprotein	P09624, P28272, P29509, P32340, P32614, P38075, P38626, P39676, P39976, P40012, P41921, P42940, P46681, P48360, P53318, Q00711, Q03558, Q06053, Q08822, Q12480
UPK:9998	o	86.368	82.140	1.051	1001	1159	952	1159	0.00614	0.0924	Cellular component	O13297, O14467, P00044, P00330, P00331, P00358, P00359, P00360, P00427, P00445, P00447, P00498, P00560, P00817, P00830, P00890, P00924, P00925, P00927, P00950, P00958, P01120, P01123, P02293, P02294, P02309, P02406, P02407, P02829, P02994, P03871, P03872, P03965, P04037, P04147, P04449, P04456, P04710, P04801, P04802, P04803, P04840, P04911, P05030, P05317, P05374, P05453, P05626, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06101, P06105, P06106, P06115, P06168, P06169, P06208, P06634, P06778, P06785, P06786, P06787, P06843, P07170, P07213, P07245, P07246, P07248, P07251, P07253, P07256, P07257, P07259, P07261, P07263, P07275, P07278, P07280, P07283, P07284, P07342, P07560, P07806, P07991, P08417, P08465, P08524, P08566, P09435, P09436, P09440, P09457, P09624, P09798, P09938, P09950, P09959, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0C2I9, P0C5N3, P0CH08, P0CS91, P0CT05, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10080, P10081, P10507, P10591, P10592, P10664, P10962, P10964, P11076, P11484, P11632, P11633, P11914, P12383, P12385, P12612, P12684, P12687, P12695, P12709, P12887, P12945, P13382, P13393, P13574, P13587, P13712, P14066, P14120, P14126, P14164, P14682, P14832, P14906, P14907, P14922, P15108, P15180, P15424, P15436, P15565, P15624, P15625, P15646, P15700, P15705, P15873, P15891, P16387, P16451, P16474, P16521, P16547, P16550, P16622, P16649, P16861, P16862, P16965, P17076, P17106, P17157, P17255, P17442, P17505, P17536, P17558, P17629, P17695, P17890, P17891, P17898, P17967, P18239, P18412, P18480, P18888, P19262, P19263, P19414, P19659, P19882, P19955, P20050, P20053, P20095, P20134, P20424, P20447, P20448, P20449, P20676, P20967, P21147, P21243, P21269, P21538, P21560, P21576, P21951, P21954, P21957, P22035, P22082, P22134, P22137, P22138, P22141, P22147, P22203, P22217, P22354, P22515, P22579, P22936, P23180, P23248, P23255, P23292, P23293, P23301, P23542, P23615, P24280, P24384, P24783, P25039, P25040, P25297, P25343, P25357, P25365, P25369, P25371, P25372, P25374, P25375, P25379, P25441, P25443, P25451, P25491, P25502, P25554, P25555, P25567, P25582, P25588, P25627, P25694, P25719, P26321, P26637, P26783, P26784, P26785, P26793, P27476, P27692, P28004, P28239, P28241, P28263, P28272, P28273, P28320, P28817, P28834, P29055, P29056, P29295, P29453, P29468, P29509, P29539, P29547, P29704, P29952, P30822, P30902, P31111, P31373, P31378, P31385, P31412, P31539, P31688, P32074, P32264, P32288, P32324, P32327, P32340, P32342, P32353, P32356, P32379, P32380, P32389, P32419, P32432, P32445, P32447, P32454, P32457, P32462, P32463, P32468, P32473, P32494, P32495, P32496, P32497, P32499, P32504, P32521, P32527, P32558, P32561, P32563, P32565, P32571, P32589, P32591, P32597, P32602, P32614, P32639, P32657, P32776, P32787, P32832, P32833, P32892, P32898, P32901, P32939, P33201, P33203, P33297, P33298, P33299, P33302, P33309, P33313, P33322, P33331, P33333, P33399, P33411, P33416, P33417, P33442, P33750, P33891, P33892, P34161, P34216, P34219, P34227, P34237, P34247, P34730, P34760, P35169, P35177, P35187, P35189, P35191, P35194, P35691, P35719, P35723, P35817, P35997, P36008, P36009, P36010, P36013, P36015, P36018, P36036, P36047, P36049, P36053, P36059, P36080, P36112, P36136, P36141, P36147, P36149, P36154, P36160, P36421, P36534, P36775, P37012, P37291, P37292, P37302, P37838, P38011, P38013, P38071, P38074, P38077, P38086, P38087, P38088, P38112, P38115, P38116, P38121, P38129, P38137, P38139, P38140, P38142, P38144, P38153, P38157, P38197, P38198, P38199, P38205, P38219, P38249, P38255, P38264, P38266, P38276, P38281, P38282, P38300, P38333, P38336, P38345, P38351, P38523, P38624, P38625, P38626, P38630, P38636, P38687, P38689, P38695, P38701, P38705, P38707, P38720, P38754, P38768, P38777, P38779, P38788, P38793, P38801, P38803, P38804, P38805, P38806, P38827, P38828, P38850, P38858, P38859, P38879, P38882, P38883, P38884, P38891, P38910, P38911, P38920, P38931, P38961, P38972, P38988, P38996, P39001, P39004, P39010, P39015, P39073, P39077, P39078, P39079, P39109, P39517, P39520, P39521, P39522, P39533, P39676, P39678, P39705, P39714, P39715, P39726, P39730, P39744, P39925, P39927, P39935, P39938, P39952, P39956, P39959, P39968, P39976, P39979, P39986, P40002, P40005, P40007, P40010, P40012, P40018, P40019, P40024, P40043, P40046, P40047, P40053, P40055, P40069, P40075, P40078, P40081, P40106, P40151, P40154, P40160, P40161, P40185, P40202, P40206, P40212, P40312, P40316, P40317, P40327, P40348, P40413, P40457, P40466, P40470, P40489, P40491, P40493, P40495, P40505, P40506, P40513, P40517, P40525, P40531, P40535, P40545, P40553, P40562, P40581, P40693, P40825, P40961, P40963, P40970, P41057, P41058, P41277, P41338, P41696, P41805, P41807, P41810, P41811, P41812, P41813, P41814, P41895, P41896, P41920, P41921, P41940, P42073, P42846, P42938, P42940, P42949, P43555, P43572, P43579, P43583, P43585, P43586, P43588, P43594, P43603, P43609, P43616, P43621, P45976, P46367, P46655, P46669, P46672, P46678, P46681, P46784, P46947, P46956, P46957, P46964, P46969, P46990, P47006, P47008, P47019, P47037, P47039, P47047, P47075, P47077, P47079, P47083, P47089, P47110, P47117, P47119, P47120, P47124, P47133, P47176, P48015, P48164, P48234, P48240, P48360, P48361, P48510, P48525, P48570, P48589, P48606, P49017, P49095, P49166, P49167, P49573, P49687, P49723, P50094, P50095, P50104, P50105, P50861, P51979, P52488, P52553, P52893, P52910, P53040, P53063, P53064, P53072, P53075, P53079, P53082, P53090, P53114, P53136, P53148, P53163, P53165, P53168, P53184, P53192, P53193, P53199, P53219, P53221, P53252, P53254, P53261, P53267, P53276, P53297, P53312, P53313, P53318, P53438, P53549, P53551, P53552, P53598, P53617, P53622, P53628, P53691, P53718, P53723, P53725, P53742, P53743, P53833, P53854, P53860, P53865, P53875, P53883, P53889, P53905, P53909, P53914, P53927, P53940, P53941, P53946, P53973, P53981, P54115, P60010, P61830, P69771, P80210, P80428, P89105, P89886, Q00055, Q00416, Q00711, Q00764, Q00916, Q00955, Q01080, Q01163, Q01217, Q01329, Q01389, Q01448, Q01454, Q01560, Q01574, Q01662, Q01802, Q01852, Q01855, Q01926, Q01939, Q02046, Q02159, Q02201, Q02206, Q02326, Q02336, Q02455, Q02486, Q02642, Q02647, Q02725, Q02753, Q02775, Q02776, Q02792, Q02821, Q02890, Q02892, Q02908, Q02950, Q03012, Q03048, Q03063, Q03102, Q03195, Q03280, Q03281, Q03330, Q03338, Q03362, Q03373, Q03388, Q03434, Q03532, Q03661, Q03690, Q03707, Q03750, Q03761, Q03774, Q03790, Q03799, Q03833, Q03880, Q03940, Q03973, Q04002, Q04003, Q04004, Q04013, Q04031, Q04067, Q04116, Q04170, Q04178, Q04217, Q04225, Q04226, Q04347, Q04383, Q04401, Q04409, Q04500, Q04545, Q04660, Q04673, Q04693, Q04697, Q04728, Q04779, Q04947, Q05021, Q05022, Q05040, Q05050, Q05123, Q05166, Q05471, Q05506, Q05515, Q05543, Q05580, Q05635, Q05775, Q05779, Q05812, Q05905, Q05933, Q05942, Q05948, Q05958, Q06053, Q06089, Q06103, Q06106, Q06177, Q06178, Q06205, Q06214, Q06218, Q06224, Q06287, Q06337, Q06338, Q06344, Q06350, Q06405, Q06406, Q06411, Q06449, Q06493, Q06494, Q06505, Q06506, Q06508, Q06511, Q06629, Q06631, Q06639, Q06671, Q06673, Q06679, Q06685, Q06697, Q06704, Q07457, Q07458, Q07478, Q07540, Q07551, Q07794, Q07878, Q07914, Q07953, Q08162, Q08179, Q08208, Q08237, Q08245, Q08421, Q08422, Q08647, Q08686, Q08687, Q08689, Q08742, Q08746, Q08822, Q08887, Q08923, Q08925, Q08965, Q08971, Q08972, Q12018, Q12020, Q12060, Q12080, Q12109, Q12114, Q12118, Q12122, Q12136, Q12149, Q12154, Q12156, Q12159, Q12166, Q12186, Q12211, Q12220, Q12230, Q12247, Q12250, Q12265, Q12287, Q12305, Q12309, Q12314, Q12335, Q12345, Q12348, Q12363, Q12377, Q12389, Q12402, Q12408, Q12433, Q12434, Q12447, Q12449, Q12458, Q12460, Q12472, Q12480, Q12495, Q12499, Q12504, Q12508, Q12513, Q12514, Q12515, Q12672, Q12692, Q12751, Q12754, Q2V2Q1, Q3E705, Q3E754, Q6Q547, Q6Q560, Q99207, Q99216, Q99287, Q99314, Q99383
.UPK:0460	o	5.004	4.832	1.036	58	1159	56	1159	0.924	1	Magnesium	P00549, P00817, P00899, P00924, P00925, P05030, P06168, P06169, P06786, P07342, P08524, P09201, P0C2I9, P10659, P10964, P13587, P16861, P16862, P17898, P19097, P19358, P19881, P21954, P22147, P23254, P26793, P28239, P28241, P28834, P29468, P29704, P30624, P32861, P36010, P37012, P38219, P38689, P38972, P39002, P39073, P39730, P39986, P40081, P40106, P40151, P40160, P40495, P41277, P47119, P53312, P54115, P80210, Q01926, Q01976, Q03434, Q04178, Q12265, Q12472
.UPK:0832	o	16.307	15.789	1.033	189	1159	183	1159	0.777	1	Ubl conjugation	P00330, P00331, P00358, P00359, P00445, P00549, P00560, P00817, P00924, P00925, P00942, P00950, P01120, P01123, P02293, P02294, P02406, P02994, P04147, P04456, P04911, P05030, P05317, P05739, P05740, P05744, P05747, P05750, P05755, P05756, P05759, P06106, P06169, P06634, P07149, P07259, P07260, P07262, P07991, P09436, P0CH08, P0CX23, P0CX29, P0CX31, P0CX35, P0CX37, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P10591, P10592, P11076, P12385, P14120, P14126, P14164, P14540, P14832, P15180, P15646, P15705, P15731, P15873, P15891, P16140, P16521, P16861, P17157, P17423, P17536, P19097, P21243, P21538, P22082, P22137, P22217, P22515, P23248, P23254, P23292, P23301, P24280, P24783, P25297, P25443, P25451, P25491, P25567, P25694, P26321, P26783, P26784, P26785, P28272, P28274, P29311, P30624, P31116, P31378, P31539, P31787, P32074, P32288, P32324, P32353, P32457, P32471, P32589, P32602, P32657, P32939, P33298, P33302, P33322, P33331, P33442, P34216, P34730, P34760, P35189, P35719, P35723, P36018, P36049, P37291, P37303, P38011, P38013, P38075, P38086, P38219, P38625, P38695, P38701, P38879, P39004, P39015, P39954, P39960, P39968, P39976, P40043, P40047, P40106, P40316, P40327, P40531, P41277, P41805, P41940, P46990, P47075, P47079, P48164, P48510, P48589, P49573, P49723, P52488, P52910, P53141, P53235, P53252, P53297, P53909, P53946, P54115, P60010, Q01855, Q02159, Q02326, Q02642, Q02753, Q02908, Q04660, Q05911, Q05933, Q05948, Q06449, Q06624, Q08245, Q12018, Q12114, Q12499, Q12514, Q12672, Q6Q547
.UPK:0378	o	10.871	10.526	1.033	126	1159	122	1159	0.84	1	Hydrolase	O13297, P00815, P00817, P00830, P05030, P06634, P07149, P07245, P09201, P09440, P0C2I9, P10081, P10507, P11484, P11914, P12887, P13587, P15424, P15436, P16140, P16550, P17255, P19881, P20051, P20095, P20447, P20448, P20449, P21243, P22082, P22134, P22141, P22147, P24384, P24783, P25037, P25375, P25451, P26793, P28239, P28273, P28817, P31378, P31688, P32356, P32379, P32454, P32561, P32571, P32597, P32639, P32657, P32892, P32898, P33309, P35187, P36009, P36136, P36775, P37302, P37898, P38009, P38086, P38112, P38139, P38144, P38158, P38219, P38624, P38698, P38777, P38858, P38859, P39517, P39730, P39925, P39954, P39986, P40081, P40106, P40562, P41277, P41812, P41896, P43588, P43616, P47047, P47119, P49687, P51979, P53063, P53184, P53219, P53889, P53909, P53973, P53981, P54113, Q00416, Q01476, Q01662, Q01976, Q02555, Q02724, Q02792, Q02890, Q03434, Q03532, Q03792, Q03940, Q04217, Q04223, Q04344, Q05471, Q06218, Q06224, Q06350, Q07478, Q08162, Q08237, Q12149, Q12154, Q12178, Q12389, Q12472, Q99287
.UPK:0496	o	16.135	15.703	1.027	187	1159	182	1159	0.82	1	Mitochondrion	P00044, P00427, P00445, P00447, P00830, P00890, P00927, P00950, P04037, P04710, P04803, P04840, P05626, P06168, P06208, P07170, P07213, P07246, P07251, P07253, P07256, P07257, P07263, P07275, P07342, P07806, P08417, P09440, P09457, P09624, P09950, P0C5N3, P0CS91, P10507, P11914, P12687, P12695, P12887, P14066, P14832, P15108, P15424, P15565, P16387, P16451, P16547, P16622, P16861, P16862, P16965, P17106, P17505, P17558, P17695, P17898, P18239, P19262, P19414, P19882, P19955, P20967, P21269, P21560, P21954, P22217, P22354, P23180, P25039, P25372, P25374, P25379, P25719, P26793, P27692, P28239, P28241, P28817, P28834, P29509, P30902, P31378, P32340, P32445, P32454, P32463, P32473, P32787, P32898, P33416, P34227, P35191, P35691, P36010, P36013, P36112, P36141, P36147, P36534, P36775, P37292, P38071, P38077, P38087, P38088, P38264, P38300, P38345, P38523, P38626, P38705, P38793, P38884, P38891, P38910, P38988, P39522, P39533, P39726, P39925, P39952, P40012, P40047, P40053, P40185, P40202, P40491, P40495, P40513, P40581, P40825, P40961, P42940, P42949, P43594, P46367, P46655, P46681, P47039, P48015, P48360, P48525, P49017, P49095, P50861, P52893, P53075, P53163, P53193, P53219, P53297, P53312, P53318, P53598, P53875, P53889, Q00711, Q01163, Q01217, Q01574, Q01802, Q01852, Q01926, Q02486, Q02776, Q02950, Q03799, Q04013, Q04401, Q04728, Q05779, Q06089, Q06177, Q06405, Q06493, Q07540, Q07914, Q08162, Q08179, Q08686, Q08742, Q08822, Q12122, Q12166, Q12287, Q12305, Q12480, Q6Q560
