id	over/under	perc_associated_study	perc_associated_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	FDR	ANs_study
Iron	u	2.137	2.137	1.000	24	1123	24	1123	1	1	P00044, P00427, P06115, P07264, P09938, P13382, P15436, P16622, P19414, P21147, P21951, P23180, P25374, P32353, P38859, P39522, P39533, P39676, P40312, P46969, P47120, Q02908, Q07540, Q08822
Electron transport	u	1.247	1.247	1.000	14	1123	14	1123	1	1	P00044, P07256, P07257, P17695, P21147, P22217, P25372, P32463, P40312, P42940, P48360, Q00711, Q08822, Q12480
Polyamine biosynthesis	u	0.089	0.089	1.000	1	1123	1	1123	1	1	Q12074
Karyogamy	u	0.089	0.089	1.000	1	1123	1	1123	1	1	P22147
Magnesium	u	4.630	4.720	0.981	52	1123	53	1123	1	1	P00549, P00817, P00924, P00925, P05030, P06168, P06169, P06786, P07342, P08524, P0C2I9, P10659, P10964, P13587, P16861, P16862, P17898, P19097, P19358, P19881, P21954, P22147, P23254, P26793, P28239, P28241, P28834, P29468, P29704, P30624, P32861, P36010, P37012, P38219, P38689, P38972, P39002, P39073, P39986, P40081, P40106, P40151, P40495, P41277, P47119, P54115, P80210, Q01926, Q01976, Q03434, Q04178, Q12265
Transferase	u	12.823	13.179	0.973	144	1123	148	1123	0.851	1	P00498, P00549, P00560, P00890, P00937, P04806, P04807, P05374, P05694, P06106, P06208, P06738, P06785, P07149, P07170, P07259, P07342, P07991, P08465, P08524, P08566, P09950, P0C2I9, P10659, P10869, P10964, P12695, P13298, P13382, P14742, P15019, P15436, P15454, P15565, P15646, P15700, P15790, P16550, P16861, P16862, P17157, P17423, P17709, P17890, P17898, P18562, P19097, P19262, P19358, P19454, P21269, P21373, P21951, P21965, P22138, P23254, P23292, P23293, P23542, P25087, P25374, P25582, P25627, P29295, P29468, P29704, P32190, P32264, P32449, P32861, P33330, P33333, P35169, P36010, P36015, P37291, P37292, P38009, P38074, P38122, P38205, P38689, P38791, P38793, P38827, P38891, P38961, P39010, P39073, P39979, P40160, P40493, P40970, P41338, P41940, P42938, P43577, P46957, P46964, P47039, P47110, P47124, P47143, P47176, P48015, P48570, P49017, P50861, P52893, P53072, P53090, P54113, P54838, P54839, Q00764, Q01080, Q01217, Q01389, Q01802, Q02196, Q02908, Q03330, Q03434, Q04178, Q04371, Q04409, Q04728, Q06178, Q06287, Q06508, Q06685, Q07794, Q08649, Q08686, Q08689, Q08742, Q12074, Q12122, Q12166, Q12265, Q12305, Q12314, Q12447, Q12504
Cell cycle	u	3.206	3.295	0.973	36	1123	37	1123	1	1	P06101, P09798, P10962, P14682, P14907, P21576, P22579, P25694, P29539, P32457, P32468, P32597, P33309, P33322, P34161, P35169, P36047, P38198, P38630, P40348, P41940, P43572, P47037, P53141, P53168, P53267, P53313, P53865, Q03280, Q03790, Q04002, Q04116, Q05040, Q05166, Q12018, Q12136
Methylation	u	2.493	2.582	0.966	28	1123	29	1123	1	1	P00044, P01120, P02994, P04147, P04911, P05750, P06634, P0C0T4, P0C0W9, P0CX41, P0CX43, P0CX49, P0CX53, P0CX55, P12385, P14126, P15646, P16521, P25443, P25491, P27476, P32324, P32861, P32939, P33399, P35997, P36015, P61830
Ubl conjugation pathway	u	1.781	1.870	0.952	20	1123	21	1123	1	1	P09798, P14682, P15731, P19812, P22515, P25037, P28263, P32571, P43588, P52488, P53044, P53741, Q01476, Q02159, Q02724, Q03280, Q05580, Q07457, Q12306, Q12508
Mitochondrion inner membrane	u	3.384	3.562	0.950	38	1123	40	1123	0.908	1	P00427, P00830, P04037, P04710, P05626, P07251, P07256, P07257, P07275, P09457, P16622, P18239, P30902, P32340, P36112, P36147, P38077, P38087, P38300, P38988, P39952, P40012, P40961, P42949, P43594, P49017, P53318, Q00711, Q01852, Q01926, Q02776, Q04013, Q05779, Q06405, Q06493, Q07914, Q08179, Q08822
Manganese	u	1.336	1.425	0.938	15	1123	16	1123	1	1	P00447, P03965, P07244, P21954, P28241, P28834, P29468, P38698, P39986, P40495, P43616, P46969, P47119, Q00955, Q01976
Cell division	u	1.781	1.959	0.909	20	1123	22	1123	0.876	1	P06101, P09798, P14682, P21576, P22579, P32457, P32468, P33309, P33322, P36047, P38198, P38630, P47037, P53141, P53168, P53267, P53865, Q03790, Q05166, Q12018
Allosteric enzyme	u	0.890	0.980	0.909	10	1123	11	1123	1	1	P00549, P00927, P04806, P04807, P06169, P16861, P16862, P18562, P28241, P28834
Kinase	u	3.295	3.651	0.902	37	1123	41	1123	0.73	1	P00549, P00560, P04806, P04807, P07170, P08566, P10869, P15454, P15700, P15790, P16861, P16862, P17157, P17423, P17709, P19454, P21373, P21965, P23292, P23293, P29295, P32190, P32264, P35169, P36010, P38689, P39073, P40160, P42938, P47143, P54838, Q01217, Q01389, Q02196, Q04409, Q06685, Q12265
Nuclear pore complex	u	0.801	0.890	0.900	9	1123	10	1123	1	1	P14907, P20449, P20676, P32499, P39705, P40069, P49687, Q03790, Q05166
Cytoplasm	u	35.797	40.160	0.891	402	1123	451	1123	0.0369	0.449	O14467, P00330, P00331, P00358, P00359, P00360, P00445, P00498, P00560, P00817, P00924, P00925, P00950, P00958, P01123, P02406, P02407, P02829, P02994, P03965, P04147, P04449, P04456, P04801, P04802, P05317, P05453, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06101, P06106, P06115, P06169, P06208, P06634, P06787, P07170, P07245, P07259, P07263, P07278, P07280, P07283, P07284, P07560, P07806, P07991, P08417, P08524, P08566, P09435, P09436, P09959, P0C0T4, P0C0W9, P0C2H6, P0C2H8, P0C2I9, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10080, P10081, P10591, P10592, P10664, P11484, P12385, P12612, P12709, P12945, P13712, P14120, P14126, P14682, P14832, P15108, P15180, P15624, P15625, P15700, P15705, P15891, P16521, P16550, P16861, P16862, P17076, P17157, P17442, P17536, P17695, P19414, P20424, P20449, P21243, P21269, P21576, P22141, P22147, P22217, P22515, P23248, P23301, P23542, P24783, P25040, P25343, P25369, P25375, P25443, P25451, P25491, P25567, P25627, P25694, P26321, P26637, P26783, P26784, P26785, P28263, P28272, P28273, P29295, P29453, P29509, P29547, P29952, P30822, P31373, P31385, P31539, P31688, P32074, P32264, P32288, P32324, P32327, P32342, P32356, P32379, P32380, P32432, P32454, P32497, P32504, P32521, P32527, P32561, P32571, P32589, P32614, P33201, P33297, P33298, P33299, P33309, P33313, P33322, P33331, P33442, P34216, P34219, P34730, P34760, P35194, P35691, P35719, P35997, P36008, P36010, P36059, P36136, P36154, P36421, P37012, P37291, P38011, P38013, P38088, P38115, P38198, P38199, P38219, P38249, P38276, P38281, P38333, P38624, P38625, P38636, P38687, P38689, P38701, P38707, P38720, P38754, P38768, P38777, P38788, P38793, P38804, P38828, P38858, P38879, P38972, P39015, P39077, P39078, P39079, P39517, P39676, P39714, P39715, P39935, P39938, P39976, P39979, P40002, P40005, P40024, P40069, P40081, P40106, P40160, P40202, P40206, P40212, P40327, P40413, P40457, P40506, P40525, P40545, P40581, P40825, P40970, P41057, P41058, P41277, P41338, P41805, P41810, P41811, P41812, P41920, P41921, P41940, P42938, P43583, P43603, P43616, P43621, P46655, P46672, P46784, P46947, P46969, P46990, P47008, P47019, P47039, P47079, P47089, P47117, P47119, P47120, P47176, P48164, P48240, P48361, P48570, P48589, P48606, P49166, P49167, P50094, P50095, P52910, P53072, P53082, P53090, P53148, P53168, P53184, P53221, P53267, P53297, P53622, P53691, P53865, P53905, P53909, P53927, P53940, P53981, P54115, P60010, P80210, P89886, Q00055, Q00764, Q00955, Q01389, Q01574, Q01662, Q01855, Q01939, Q02046, Q02326, Q02642, Q02647, Q02753, Q02821, Q02890, Q02908, Q03048, Q03195, Q03434, Q03690, Q04067, Q04170, Q04178, Q04409, Q05040, Q05506, Q05515, Q05580, Q05775, Q05905, Q05933, Q05948, Q05958, Q06053, Q06178, Q06338, Q06406, Q06411, Q06449, Q06494, Q06671, Q06673, Q06685, Q06704, Q07551, Q07953, Q08162, Q08686, Q08689, Q08887, Q08925, Q08965, Q08971, Q08972, Q12018, Q12020, Q12109, Q12118, Q12154, Q12156, Q12230, Q12265, Q12314, Q12363, Q12433, Q12434, Q12447, Q12449, Q12458, Q12508, Q12513, Q12514, Q12515, Q12751, Q12754, Q3E754, Q99216, Q99383
Hydrogen ion transport	u	1.425	1.603	0.889	16	1123	18	1123	0.863	1	P00830, P05030, P05626, P07251, P09457, P16140, P17255, P22203, P30902, P31412, P32563, P38077, P39111, P41807, P48836, Q06405
Sterol biosynthesis	u	0.712	0.801	0.889	8	1123	9	1123	1	1	P12684, P25087, P29704, P32353, P32377, P32462, P53199, P54839
Steroid metabolism	u	0.712	0.801	0.889	8	1123	9	1123	1	1	P12684, P25087, P29704, P32353, P32377, P32462, P53199, P54839
Methionine biosynthesis	u	0.712	0.801	0.889	8	1123	9	1123	1	1	P05694, P06106, P07245, P08465, P09440, P13663, P31116, Q02196
Steroid biosynthesis	u	0.712	0.801	0.889	8	1123	9	1123	1	1	P12684, P25087, P29704, P32353, P32377, P32462, P53199, P54839
Sterol metabolism	u	0.712	0.801	0.889	8	1123	9	1123	1	1	P12684, P25087, P29704, P32353, P32377, P32462, P53199, P54839
Initiation factor	u	1.247	1.425	0.875	14	1123	16	1123	0.855	1	P06634, P07260, P09064, P10081, P32497, P34167, P38249, P38431, P39730, P39935, P53235, Q03195, Q04067, Q05775
Isomerase	u	1.781	2.048	0.870	20	1123	23	1123	0.759	1	P00942, P00950, P06786, P07283, P12709, P14832, P17967, P25719, P29952, P33322, P37012, P38086, P38911, P40545, P46969, P53691, Q06205, Q08647, Q12189, Q12211
Ribosomal protein	u	7.302	8.459	0.863	82	1123	95	1123	0.347	1	P02406, P02407, P04449, P04456, P05317, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P07280, P0C0T4, P0C0W9, P0C2H6, P0C2H8, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10664, P12687, P14120, P14126, P17076, P17558, P19955, P22354, P23248, P25443, P26321, P26783, P26784, P26785, P29453, P33442, P35997, P36534, P38701, P38754, P39938, P40212, P40525, P41057, P41058, P41805, P46784, P46990, P47089, P48164, P48589, P49166, P49167, P53163, P53221, P53875, Q01163, Q01855, Q02326, Q02753, Q02950, Q03799, Q12672, Q3E754
Redox-active center	u	1.069	1.247	0.857	12	1123	14	1123	0.844	1	P09624, P17695, P17967, P22217, P25372, P29509, P34227, P34760, P38013, P40553, P40581, P41921
Palmitate	u	0.534	0.623	0.857	6	1123	7	1123	1	1	P01120, P01123, P23292, P36015, P36149, P39968
Carbohydrate metabolism	u	0.534	0.623	0.857	6	1123	7	1123	1	1	P06738, P11412, P36136, P37012, P46969, Q06350
Potassium	u	0.534	0.623	0.857	6	1123	7	1123	1	1	P00549, P10659, P19358, P41338, P50094, P50095
Glutamine amidotransferase	u	0.534	0.623	0.857	6	1123	7	1123	1	1	P00937, P14742, P28274, P38625, P38972, P49089
ATP synthesis	u	0.534	0.623	0.857	6	1123	7	1123	1	1	P00830, P07251, P09457, P30902, P38077, Q06405
Cytoskeleton	u	2.315	2.760	0.839	26	1123	31	1123	0.592	1	P02994, P06787, P15891, P17536, P21576, P25343, P25369, P32380, P32504, P32521, P33322, P35691, P38198, P40457, P47117, P48606, P53148, P53168, P53267, P53865, P60010, Q02647, Q03048, Q05933, Q06449, Q06685
Mitosis	u	0.890	1.069	0.833	10	1123	12	1123	0.831	1	P09798, P33309, P33322, P36047, P38198, P47037, P53168, P53267, Q03790, Q05166
Copper	u	0.445	0.534	0.833	5	1123	6	1123	1	1	P00445, P38636, P40202, P49573, Q12287
Glycosidase	u	0.445	0.534	0.833	5	1123	6	1123	1	1	P12887, P31378, P32356, P38158, Q06350
Lipid biosynthesis	u	1.692	2.048	0.826	19	1123	23	1123	0.641	1	P05374, P07149, P08524, P12684, P17898, P19097, P21147, P21957, P25087, P29704, P32353, P32377, P32462, P32463, P33333, P38071, P53199, P54839, Q00955
GTP-binding	u	2.226	2.760	0.806	25	1123	31	1123	0.499	1	P01120, P01123, P02994, P05453, P07560, P11076, P18562, P20424, P21576, P25039, P32324, P32457, P32468, P32939, P36018, P38116, P38431, P39730, P40010, P41940, P53598, P53742, P80210, Q02892, Q99287
Lipid droplet	u	0.356	0.445	0.800	4	1123	5	1123	1	1	P38139, P53252, P53860, Q06508
Aminopeptidase	u	0.356	0.445	0.800	4	1123	5	1123	1	1	P32454, P37302, P37898, Q01662
Respiratory chain	u	0.356	0.445	0.800	4	1123	5	1123	1	1	P00044, P07256, P07257, P32463
Translocation	u	1.247	1.603	0.778	14	1123	18	1123	0.594	1	P14907, P20449, P20676, P32499, P36147, P39705, P40069, P42949, P49687, Q01852, Q02776, Q03790, Q05166, Q07914
Prenylation	u	0.623	0.801	0.778	7	1123	9	1123	0.803	1	P01120, P01123, P07560, P25491, P32939, P36015, P36018
Protease	u	2.137	2.760	0.774	24	1123	31	1123	0.413	1	P0C2I9, P10507, P11914, P21243, P22141, P25037, P25375, P25451, P32379, P32454, P32571, P32898, P36775, P37302, P37898, P38624, P39925, P43588, P43616, Q01476, Q01662, Q02724, Q03434, Q03792
Transport	u	11.220	14.515	0.773	126	1123	163	1123	0.0232	0.328	P00044, P00830, P01123, P04147, P04710, P04840, P05030, P05626, P07251, P07256, P07257, P07560, P09457, P11076, P13587, P14832, P14906, P14907, P16140, P17255, P17695, P18239, P20449, P20676, P21147, P22203, P22217, P24280, P25297, P25365, P25371, P25372, P25491, P25694, P30822, P30902, P31412, P31787, P32074, P32463, P32499, P32563, P32602, P32901, P32939, P33302, P33331, P33891, P34237, P35723, P36018, P36036, P36147, P36149, P38077, P38087, P38116, P38153, P38199, P38264, P38636, P38695, P38879, P38988, P39004, P39109, P39111, P39517, P39705, P39715, P39986, P40010, P40069, P40312, P40517, P41807, P41810, P41811, P41920, P42940, P42949, P43586, P43621, P46956, P47008, P47019, P48360, P48836, P49573, P49687, P53079, P53192, P53313, P53622, P53860, P69771, Q00711, Q01852, Q01926, Q02201, Q02455, Q02642, Q02647, Q02776, Q02821, Q02908, Q03195, Q03280, Q03790, Q04013, Q05166, Q06338, Q06405, Q06631, Q06671, Q06704, Q07478, Q07540, Q07878, Q07914, Q08822, Q08972, Q12114, Q12154, Q12408, Q12480
ER-Golgi transport	u	1.425	1.870	0.762	16	1123	21	1123	0.508	1	P01123, P11076, P25365, P32074, P32602, P33891, P35723, P36149, P38116, P41810, P41811, P43621, P53192, P53622, Q06631, Q12154
Ion transport	u	1.959	2.582	0.759	22	1123	29	1123	0.396	1	P00830, P04840, P05030, P05626, P07251, P09457, P13587, P16140, P17255, P22203, P30902, P31412, P32563, P38077, P38636, P39111, P41807, P48836, P49573, Q01926, Q06405, Q07540
Lipid metabolism	u	2.137	2.850	0.750	24	1123	32	1123	0.344	1	P05374, P07149, P08524, P12684, P17898, P19097, P21147, P21957, P25087, P29704, P30624, P32353, P32377, P32462, P32463, P33333, P38071, P38139, P39002, P40970, P53199, P54839, Q00955, Q06508
GTPase activation	u	0.534	0.712	0.750	6	1123	8	1123	0.79	1	P20424, P25365, P39960, P40517, P41920, Q12434
Pyruvate	u	0.267	0.356	0.750	3	1123	4	1123	1	1	P00549, P16387, P32473
Nonsense-mediated mRNA decay	u	0.267	0.356	0.750	3	1123	4	1123	1	1	P22147, P24783, Q99383
Calmodulin-binding	u	0.267	0.356	0.750	3	1123	4	1123	1	1	P17891, P32589, P32590
Motor protein	u	0.267	0.356	0.750	3	1123	4	1123	1	1	P21576, P53141, Q02647
CF(0)	u	0.267	0.356	0.750	3	1123	4	1123	1	1	P05626, P30902, Q06405
Phospholipid metabolism	u	0.445	0.623	0.714	5	1123	7	1123	0.774	1	P05374, P17898, P21957, P33333, Q06508
Rotamase	u	0.445	0.623	0.714	5	1123	7	1123	0.774	1	P14832, P25719, P38911, P53691, Q06205
Cytoplasmic vesicle	u	0.801	1.158	0.692	9	1123	13	1123	0.521	1	P07560, P17891, P22137, P32074, P38153, P41810, P41811, P43621, P53622
Serine/threonine-protein kinase	u	0.980	1.425	0.688	11	1123	16	1123	0.439	1	P15790, P17157, P19454, P21965, P23292, P23293, P29295, P35169, P39073, P40160, Q01389
Peroxisome	u	0.534	0.801	0.667	6	1123	9	1123	0.606	1	P23542, P32419, P38137, P40581, P53184, Q00055
Phospholipid biosynthesis	u	0.356	0.534	0.667	4	1123	6	1123	0.753	1	P05374, P17898, P21957, P33333
FMN	u	0.356	0.534	0.667	4	1123	6	1123	0.753	1	P28272, P38075, Q03558, Q06053
Purine salvage	u	0.178	0.267	0.667	2	1123	3	1123	1	1	P47143, Q04178
Antibiotic resistance	u	0.178	0.267	0.667	2	1123	3	1123	1	1	P02406, P33302
Virion maturation	u	0.178	0.267	0.667	2	1123	3	1123	1	1	P0C2I9, Q03434
RNA-directed DNA polymerase	u	0.178	0.267	0.667	2	1123	3	1123	1	1	P0C2I9, Q03434
Virus exit from host cell	u	0.178	0.267	0.667	2	1123	3	1123	1	1	P0C2I9, Q03434
Sugar transport	u	0.178	0.267	0.667	2	1123	3	1123	1	1	P38695, P39004
DNA integration	u	0.178	0.267	0.667	2	1123	3	1123	1	1	P0C2I9, Q03434
Cyclosporin	u	0.178	0.267	0.667	2	1123	3	1123	1	1	P14832, P25719
Pyridine nucleotide biosynthesis	u	0.178	0.267	0.667	2	1123	3	1123	1	1	P53184, Q06178
Actin-binding	u	0.801	1.247	0.643	9	1123	14	1123	0.402	1	P02994, P15891, P28495, P32521, P32599, P47117, Q03048, Q05933, Q06440
Disulfide bond	u	1.425	2.226	0.640	16	1123	25	1123	0.207	1	P00445, P09624, P17695, P17967, P22217, P25372, P29509, P34760, P38013, P39077, P40202, P40553, P40581, P41921, P43555, Q12287
Protein transport	u	4.898	7.658	0.640	55	1123	86	1123	0.00885	0.169	P01123, P07560, P11076, P14832, P14906, P14907, P20449, P20676, P22217, P24280, P25365, P25491, P25694, P30822, P32074, P32499, P32602, P32901, P32939, P33331, P33891, P35723, P36018, P36147, P38116, P38153, P38879, P39705, P40010, P40069, P40517, P41810, P41811, P41920, P42949, P43621, P49687, P53079, P53313, P53622, P69771, Q01852, Q02642, Q02776, Q02821, Q02908, Q03790, Q05166, Q06338, Q06631, Q06671, Q06704, Q07878, Q07914, Q12114
DNA-directed RNA polymerase	u	0.623	0.980	0.636	7	1123	11	1123	0.479	1	P10964, P17890, P22138, P25441, P46669, P47006, Q01080
Threonine protease	u	0.445	0.712	0.625	5	1123	8	1123	0.58	1	P21243, P22141, P25451, P32379, P38624
Lipoprotein	u	1.158	1.870	0.619	13	1123	21	1123	0.226	1	P01120, P01123, P07560, P11076, P23292, P25491, P32939, P36015, P36018, P36149, P38116, P39968, P40327
Endocytosis	u	0.267	0.445	0.600	3	1123	5	1123	0.726	1	P25369, P32521, P34216
Lipid-binding	u	0.267	0.445	0.600	3	1123	5	1123	0.726	1	P31787, Q02201, Q05779
Membrane	u	13.446	22.796	0.590	151	1123	256	1123	1.05e-08	8e-07	P00427, P00830, P01120, P01123, P04037, P04710, P04840, P05030, P05374, P05626, P06105, P07213, P07251, P07256, P07257, P07275, P07560, P09457, P12684, P13587, P14906, P14907, P15565, P16547, P16622, P16861, P16862, P17255, P17891, P17898, P18239, P20449, P20676, P21147, P21560, P22137, P22203, P22217, P23292, P24280, P25297, P25365, P25371, P29704, P30902, P31412, P32074, P32340, P32353, P32457, P32462, P32468, P32499, P32521, P32563, P32571, P32602, P32901, P33302, P33333, P33891, P34237, P35169, P35723, P36015, P36018, P36112, P36147, P38077, P38087, P38137, P38153, P38264, P38266, P38300, P38626, P38695, P38988, P39004, P39010, P39109, P39705, P39925, P39952, P39968, P39986, P40012, P40043, P40046, P40075, P40312, P40531, P40961, P40970, P41807, P41810, P41811, P42949, P43555, P43585, P43594, P43621, P46956, P46964, P47008, P47075, P47124, P49017, P49573, P49687, P53079, P53148, P53192, P53199, P53318, P53622, P53723, P53860, P69771, Q00711, Q00955, Q01852, Q01926, Q02159, Q02725, Q02776, Q03102, Q03281, Q03707, Q03790, Q03880, Q04013, Q04697, Q04947, Q05050, Q05166, Q05779, Q05812, Q06089, Q06405, Q06493, Q06508, Q06671, Q06704, Q07914, Q08179, Q08245, Q08822, Q12114, Q12402, Q99287
Calcium	u	0.445	0.801	0.556	5	1123	9	1123	0.422	1	P06787, P17891, P23254, P32599, P53141
Golgi apparatus	u	2.226	4.007	0.556	25	1123	45	1123	0.0204	0.328	P01123, P11076, P22217, P24280, P25365, P32074, P34237, P36149, P38116, P38153, P39010, P40531, P41810, P41811, P43555, P43621, P47124, P53079, P53192, P53622, Q06704, Q07878, Q12114, Q12154, Q12402
Endoplasmic reticulum	u	3.829	6.946	0.551	43	1123	78	1123	0.00139	0.0354	P01123, P06105, P12684, P14906, P16474, P17898, P17967, P21147, P21957, P25365, P25371, P25694, P29704, P32353, P33891, P35723, P36018, P36149, P38626, P39986, P40075, P40312, P40970, P43555, P46964, P47008, P47133, P53192, P53199, P53723, P53860, Q00955, Q01574, Q02159, Q03362, Q03880, Q04697, Q04947, Q05040, Q06508, Q12154, Q12402, Q99287
Vacuole	u	1.336	2.671	0.500	15	1123	30	1123	0.0339	0.449	P17255, P22203, P31412, P32563, P32939, P35169, P37302, P39109, P39968, P40046, P41807, P43585, P47075, Q02725, Q12408
Mitochondrion outer membrane	u	0.712	1.425	0.500	8	1123	16	1123	0.149	1	P04840, P07213, P16547, P16861, P16862, P17898, P38626, Q06089
SH3 domain	u	0.267	0.534	0.500	3	1123	6	1123	0.507	1	P15891, P43603, Q06449
Transposable element	u	0.178	0.356	0.500	2	1123	4	1123	0.687	1	P0C2I9, Q03434
Decarboxylase	u	0.178	0.356	0.500	2	1123	4	1123	0.687	1	P06169, Q04792
Aspartyl protease	u	0.178	0.356	0.500	2	1123	4	1123	0.687	1	P0C2I9, Q03434
Exocytosis	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P07560
Schiff base	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P15019
Leucine-rich repeat	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P36047
Serine protease	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P36775
Porin	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P04840
Transmembrane beta strand	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P04840
Asparagine biosynthesis	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P49089
Glycogen metabolism	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P06738
Serine esterase	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P38777
Glutathionylation	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P17695
Riboflavin biosynthesis	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P50861
Tryptophan catabolism	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P06169
Deoxyribonucleotide synthesis	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P22217
Myosin	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P53141
Dioxygenase	u	0.089	0.178	0.500	1	1123	2	1123	1	1	P23180
Cell membrane	u	1.247	2.671	0.467	14	1123	30	1123	0.0213	0.328	P01120, P05030, P07560, P13587, P23292, P32521, P33302, P35169, P36015, P36018, P40043, Q05050, Q05812, Q08245
Transmembrane	u	6.055	13.624	0.444	68	1123	153	1123	1.77e-09	2.71e-07	P04710, P04840, P05030, P05374, P07213, P12684, P13587, P14906, P16547, P17898, P18239, P21147, P21560, P25297, P25365, P25371, P29704, P32353, P32462, P32563, P32901, P33302, P33333, P34237, P35723, P36112, P36147, P38087, P38264, P38626, P38695, P38988, P39004, P39010, P39109, P39925, P39952, P39986, P40046, P40075, P40312, P40970, P43555, P43585, P46956, P46964, P47075, P47124, P49573, P53192, P53723, Q01926, Q02725, Q02776, Q03102, Q03281, Q03707, Q03880, Q04013, Q04697, Q04947, Q06089, Q06493, Q06508, Q07914, Q08179, Q12402, Q99287
Transmembrane helix	u	5.966	13.446	0.444	67	1123	151	1123	2.2e-09	2.71e-07	P04710, P05030, P05374, P07213, P12684, P13587, P14906, P16547, P17898, P18239, P21147, P21560, P25297, P25365, P25371, P29704, P32353, P32462, P32563, P32901, P33302, P33333, P34237, P35723, P36112, P36147, P38087, P38264, P38626, P38695, P38988, P39004, P39010, P39109, P39925, P39952, P39986, P40046, P40075, P40312, P40970, P43555, P43585, P46956, P46964, P47075, P47124, P49573, P53192, P53723, Q01926, Q02725, Q02776, Q03102, Q03281, Q03707, Q03880, Q04013, Q04697, Q04947, Q06089, Q06493, Q06508, Q07914, Q08179, Q12402, Q99287
Autophagy	u	0.267	0.623	0.429	3	1123	7	1123	0.343	1	P01123, P36149, Q06671
Glycosyltransferase	u	0.712	1.781	0.400	8	1123	20	1123	0.0346	0.449	P00498, P06738, P13298, P18562, P46964, P47124, Q00764, Q04178
Secreted	u	0.356	0.890	0.400	4	1123	10	1123	0.178	1	P10591, P10592, Q06350, Q12335
Ribosomal frameshifting	u	0.178	0.445	0.400	2	1123	5	1123	0.452	1	P0C2I9, Q03434
Endosome	u	0.445	1.158	0.385	5	1123	13	1123	0.0949	0.877	P32074, P32521, P32571, P39010, P69771
Glycoprotein	u	1.959	5.343	0.367	22	1123	60	1123	2.32e-05	0.00101	P12684, P15705, P17967, P25365, P25371, P32454, P32563, P33302, P37012, P37302, P38695, P39004, P42846, P47124, P49573, P53163, P53723, Q02775, Q03362, Q04697, Q06350, Q12230
Zymogen	u	0.178	0.534	0.333	2	1123	6	1123	0.288	1	P37302, P38624
Lipid degradation	u	0.089	0.267	0.333	1	1123	3	1123	0.625	1	P38139
Sphingolipid metabolism	u	0.089	0.267	0.333	1	1123	3	1123	0.625	1	P40970
Cell wall	u	0.178	0.623	0.286	2	1123	7	1123	0.179	1	P10591, P10592
Signal	u	0.801	3.206	0.250	9	1123	36	1123	5.59e-05	0.00213	P16474, P17967, P25371, P37302, P43555, P53075, Q06350, Q12335, Q12408
Iron transport	u	0.089	0.356	0.250	1	1123	4	1123	0.374	1	Q07540
Pheromone response	u	0.089	0.356	0.250	1	1123	4	1123	0.374	1	P13574
Signal-anchor	u	0.267	1.158	0.231	3	1123	13	1123	0.0208	0.328	P25365, P47124, Q04697
Protein phosphatase	u	0.089	0.623	0.143	1	1123	7	1123	0.0698	0.71	P40081
Cell wall biogenesis/degradation	u	0.089	0.890	0.100	1	1123	10	1123	0.0115	0.203	Q06673
Transcription termination	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	P53063, Q02792
Topoisomerase	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	P06786, P38086
Homeobox	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	P34161, Q04116
Proline metabolism	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	P07275, P25502
Iron storage	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	Q07540
SH2 domain	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	P23615
Maltose metabolism	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	P38158
Peptide transport	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	P32901
Chitin degradation	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	Q06350
Pyridoxine biosynthesis	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	P38075
Polysaccharide degradation	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	Q06350
