id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
...GO:0044260	o	52.650	43.006	1.224	606	1151	495	1151	4.37e-06	0.000521	cellular macromolecule metabolic process	O13297, O14467, P00958, P01123, P02293, P02309, P02406, P02407, P02994, P04147, P04449, P04456, P04801, P04802, P04803, P04911, P05317, P05453, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06101, P06634, P06738, P06778, P06786, P06843, P07170, P07248, P07253, P07260, P07261, P07263, P07280, P07283, P07284, P07806, P09436, P09798, P09938, P09959, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0C2I9, P0CH08, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10081, P10507, P10591, P10592, P10664, P10962, P10964, P11484, P11632, P11633, P11914, P12383, P12385, P12687, P12887, P12945, P13188, P13382, P13393, P13574, P14120, P14126, P14164, P14682, P14742, P14832, P14922, P15108, P15180, P15424, P15436, P15565, P15624, P15625, P15646, P15731, P15790, P15873, P16474, P16521, P16649, P17076, P17106, P17157, P17255, P17558, P17629, P17890, P17967, P18412, P18480, P18888, P19263, P19454, P19812, P19881, P19955, P20053, P20095, P20134, P20447, P20448, P20449, P21243, P21269, P21538, P21951, P21957, P21965, P22035, P22082, P22134, P22138, P22141, P22147, P22217, P22354, P22515, P22579, P22936, P23248, P23255, P23292, P23293, P23301, P23615, P24783, P25037, P25039, P25040, P25302, P25357, P25366, P25374, P25441, P25443, P25451, P25491, P25502, P25554, P25555, P25567, P25582, P25588, P25627, P25694, P25719, P26321, P26637, P26783, P26784, P26785, P26793, P27476, P27692, P28263, P29055, P29056, P29295, P29311, P29453, P29468, P29539, P29547, P29952, P31111, P31378, P31383, P31385, P32324, P32379, P32389, P32432, P32445, P32447, P32471, P32494, P32495, P32496, P32499, P32527, P32558, P32561, P32565, P32571, P32591, P32597, P32657, P32776, P32787, P32832, P32833, P32861, P32892, P33201, P33203, P33297, P33298, P33299, P33309, P33322, P33399, P33411, P33417, P33442, P33750, P34161, P34167, P34247, P34730, P34760, P35169, P35177, P35187, P35189, P35194, P35691, P35817, P35997, P36008, P36009, P36010, P36049, P36053, P36080, P36124, P36160, P36421, P36534, P36775, P37012, P37302, P37838, P37898, P38074, P38086, P38088, P38112, P38121, P38129, P38140, P38144, P38157, P38199, P38205, P38255, P38282, P38333, P38336, P38351, P38624, P38630, P38701, P38705, P38707, P38708, P38754, P38768, P38779, P38788, P38791, P38793, P38801, P38803, P38804, P38805, P38806, P38827, P38828, P38850, P38859, P38882, P38883, P38911, P38920, P38931, P38934, P38961, P38996, P39001, P39010, P39015, P39073, P39517, P39520, P39521, P39678, P39705, P39726, P39730, P39925, P39927, P39938, P39956, P39979, P40007, P40010, P40018, P40040, P40055, P40078, P40081, P40151, P40154, P40160, P40161, P40185, P40212, P40316, P40327, P40348, P40466, P40470, P40489, P40493, P40505, P40517, P40525, P40535, P40553, P40562, P40693, P40825, P40963, P41057, P41058, P41696, P41805, P41812, P41814, P41895, P41896, P41920, P41921, P41940, P42073, P42846, P43572, P43579, P43583, P43586, P43588, P43609, P45976, P46655, P46669, P46672, P46678, P46784, P46947, P46957, P46964, P46990, P47006, P47037, P47047, P47077, P47083, P47110, P47120, P47124, P48164, P48234, P48240, P48361, P48510, P48525, P48570, P48589, P49166, P49167, P49687, P49723, P50104, P50105, P51979, P52488, P52910, P53040, P53044, P53063, P53064, P53072, P53114, P53136, P53163, P53165, P53221, P53254, P53261, P53272, P53276, P53297, P53438, P53549, P53552, P53617, P53628, P53691, P53718, P53725, P53741, P53743, P53833, P53852, P53854, P53875, P53905, P53914, P53927, P53940, P53941, P53946, P53973, P60010, P61830, P80428, P89105, Q00416, Q00916, Q01080, Q01163, Q01329, Q01389, Q01448, Q01454, Q01476, Q01560, Q01574, Q01662, Q01855, Q01939, Q02159, Q02206, Q02326, Q02336, Q02455, Q02555, Q02642, Q02724, Q02753, Q02776, Q02792, Q02890, Q02892, Q02908, Q02950, Q03012, Q03195, Q03280, Q03330, Q03338, Q03434, Q03532, Q03661, Q03707, Q03750, Q03761, Q03774, Q03799, Q03833, Q03940, Q03973, Q04002, Q04003, Q04031, Q04116, Q04217, Q04225, Q04226, Q04347, Q04500, Q04545, Q04600, Q04660, Q04673, Q04693, Q04779, Q05021, Q05022, Q05123, Q05471, Q05506, Q05543, Q05580, Q05635, Q05775, Q05812, Q05958, Q06053, Q06103, Q06106, Q06205, Q06214, Q06218, Q06224, Q06287, Q06337, Q06344, Q06406, Q06505, Q06506, Q06511, Q06592, Q06624, Q06629, Q06631, Q06639, Q06679, Q06697, Q07457, Q07458, Q07478, Q07540, Q07794, Q07953, Q08162, Q08208, Q08237, Q08421, Q08647, Q08649, Q08686, Q08689, Q08746, Q08887, Q08923, Q08925, Q08965, Q08981, Q12018, Q12060, Q12080, Q12109, Q12114, Q12136, Q12149, Q12159, Q12178, Q12186, Q12211, Q12220, Q12247, Q12250, Q12287, Q12306, Q12309, Q12314, Q12345, Q12348, Q12363, Q12377, Q12389, Q12433, Q12460, Q12472, Q12499, Q12504, Q12508, Q12514, Q12672, Q12692, Q12754, Q2V2Q1, Q3E705, Q3E754, Q6Q547, Q99207, Q99216, Q99314, Q99383, Q9URQ3
......GO:0010557	o	10.686	5.647	1.892	123	1151	65	1151	1.25e-05	0.00125	positive regulation of macromolecule biosynthetic process	O13297, O14467, P00445, P01120, P02829, P05755, P07248, P07253, P07261, P09959, P12383, P13574, P14066, P14164, P14922, P17106, P17629, P18412, P18480, P18888, P19263, P19659, P20134, P21538, P21560, P21957, P22035, P22082, P22147, P22579, P23255, P23293, P23301, P23615, P25302, P25357, P25443, P25502, P25554, P27692, P28707, P29547, P31378, P31385, P32324, P32389, P32432, P32445, P32447, P32527, P32558, P32561, P32591, P33297, P33298, P33299, P33309, P33892, P36053, P38074, P38140, P38144, P38157, P38255, P38300, P38351, P38827, P38882, P38931, P39001, P39073, P39520, P39521, P39678, P39956, P40327, P40466, P40489, P40505, P40513, P40535, P41696, P41813, P41895, P41896, P43535, P49687, P50104, P50105, P52553, P53064, P53165, P53276, P53297, P53438, P53549, P53551, P53552, P53628, P53973, P89105, Q01560, Q01939, Q02455, Q03195, Q03330, Q03790, Q03833, Q04004, Q04779, Q05123, Q05958, Q06629, Q06639, Q06679, Q06697, Q08179, Q08421, Q08649, Q08887, Q08923, Q12363, Q12514
......GO:0031328	o	10.860	5.908	1.838	125	1151	68	1151	2.26e-05	0.00217	positive regulation of cellular biosynthetic process	O13297, O14467, P00445, P01120, P02829, P05755, P07248, P07253, P07261, P07278, P09959, P12383, P13574, P14066, P14164, P14922, P17106, P17157, P17629, P18412, P18480, P18888, P19263, P19659, P20134, P21538, P21560, P21957, P22035, P22082, P22147, P22579, P23255, P23293, P23301, P23615, P25302, P25357, P25443, P25502, P25554, P27692, P28707, P29547, P31378, P31385, P32324, P32389, P32432, P32445, P32447, P32527, P32558, P32561, P32591, P33297, P33298, P33299, P33309, P33892, P36053, P38074, P38140, P38144, P38157, P38255, P38300, P38351, P38827, P38882, P38931, P39001, P39073, P39520, P39521, P39678, P39956, P40327, P40466, P40489, P40505, P40513, P40535, P41696, P41813, P41895, P41896, P43535, P49687, P50104, P50105, P52553, P53064, P53165, P53276, P53297, P53438, P53549, P53551, P53552, P53628, P53973, P89105, Q01560, Q01939, Q02455, Q03195, Q03330, Q03790, Q03833, Q04004, Q04779, Q05123, Q05958, Q06629, Q06639, Q06679, Q06697, Q08179, Q08421, Q08649, Q08887, Q08923, Q12363, Q12514
....GO:0005634	o	27.802	20.504	1.356	320	1151	236	1151	5.18e-05	0.00444	nucleus	O14467, P00445, P01120, P02406, P03871, P03872, P04147, P04802, P04807, P05750, P05759, P06169, P06634, P06778, P06786, P06843, P07245, P07248, P07260, P07262, P07278, P09798, P09938, P09959, P0C0W9, P0C2I9, P0CH08, P0CS91, P0CT05, P10591, P10664, P11632, P11633, P12383, P12887, P13393, P13574, P13712, P14164, P14682, P14832, P14922, P15019, P15700, P15873, P15992, P16550, P16649, P17106, P17157, P17442, P18412, P18480, P18888, P20050, P20134, P20449, P21243, P21269, P21957, P22035, P22082, P22134, P22141, P22147, P22217, P22515, P22936, P23292, P23293, P23615, P24783, P25357, P25374, P25451, P25502, P25555, P25582, P25694, P26321, P26793, P27476, P27692, P28004, P28707, P29055, P29295, P29311, P29547, P30822, P31378, P31383, P31539, P32342, P32379, P32380, P32389, P32432, P32447, P32496, P32521, P32565, P32591, P32597, P32776, P33203, P33399, P34161, P34219, P34730, P35169, P35189, P36008, P36036, P36047, P36053, P36136, P36421, P38074, P38086, P38121, P38140, P38157, P38197, P38198, P38205, P38255, P38281, P38282, P38333, P38351, P38624, P38630, P38687, P38768, P38777, P38801, P38803, P38804, P38806, P38828, P38833, P38845, P38850, P38858, P38859, P38879, P38883, P38996, P39015, P39520, P39521, P39705, P39715, P39744, P39927, P39956, P39959, P39968, P39979, P40002, P40007, P40010, P40019, P40024, P40069, P40078, P40081, P40106, P40151, P40160, P40161, P40202, P40316, P40317, P40327, P40348, P40466, P40489, P40505, P40506, P40517, P40535, P40553, P40562, P41277, P41696, P41813, P41814, P41920, P41921, P42073, P42938, P43579, P43583, P43588, P46947, P46957, P47006, P47019, P47037, P47047, P47119, P47120, P48510, P48570, P49723, P50104, P51979, P52488, P52553, P52910, P52918, P53040, P53044, P53063, P53064, P53072, P53082, P53114, P53165, P53184, P53261, P53297, P53313, P53438, P53549, P53551, P53552, P53617, P53628, P53725, P53742, P53833, P53909, P53927, P53946, P53981, P80428, P89105, Q00055, Q00416, Q01448, Q01454, Q01560, Q01574, Q01939, Q02046, Q02486, Q02642, Q02792, Q02821, Q02890, Q02908, Q02961, Q03012, Q03063, Q03195, Q03330, Q03373, Q03434, Q03774, Q03833, Q03940, Q03973, Q04002, Q04170, Q04178, Q04347, Q04545, Q05123, Q05471, Q05635, Q05905, Q05958, Q06103, Q06178, Q06205, Q06287, Q06338, Q06449, Q06494, Q06505, Q06624, Q06629, Q06697, Q07551, Q07794, Q07953, Q08237, Q08421, Q08422, Q08647, Q08687, Q08887, Q08923, Q08925, Q08965, Q08972, Q08981, Q12018, Q12020, Q12080, Q12122, Q12136, Q12149, Q12156, Q12186, Q12211, Q12306, Q12363, Q12472, Q12495, Q12504, Q12513, Q12514, Q12754, Q2V2Q1, Q99216, Q99383
.GO:0016020	u	14.596	21.025	0.694	168	1151	242	1151	6.75e-05	0.00561	membrane	P00830, P00950, P01120, P01123, P02994, P03965, P04037, P04710, P04840, P05030, P05374, P06105, P07213, P07275, P07278, P07560, P0CS91, P10591, P10592, P11914, P12684, P13587, P14540, P14906, P14907, P15565, P16140, P16547, P16622, P16861, P16862, P17255, P17442, P17898, P18239, P19882, P20449, P20676, P21243, P21560, P21576, P21957, P22141, P22147, P22203, P22217, P22943, P23292, P24280, P25343, P25365, P25371, P25451, P25694, P29295, P29704, P30624, P31412, P32074, P32340, P32353, P32379, P32457, P32468, P32499, P32521, P32563, P32571, P32901, P32939, P33302, P33891, P34237, P35169, P35723, P36015, P36018, P36112, P36147, P36149, P38087, P38116, P38137, P38142, P38153, P38264, P38266, P38300, P38523, P38624, P38626, P38695, P38698, P38934, P38988, P39004, P39010, P39109, P39111, P39705, P39925, P39960, P39968, P39986, P40012, P40043, P40069, P40075, P40202, P40312, P40413, P40961, P41807, P41810, P41811, P42949, P43585, P43594, P43603, P43621, P47008, P47079, P48360, P49017, P49573, P49687, P53079, P53148, P53192, P53193, P53199, P53278, P53318, P53622, P53723, P53860, P69771, Q00711, Q00955, Q01852, Q01926, Q02159, Q02201, Q02725, Q02776, Q03790, Q03868, Q04013, Q05050, Q05166, Q05779, Q05812, Q05905, Q05958, Q06089, Q06103, Q06493, Q06508, Q06671, Q06704, Q07540, Q07878, Q07914, Q08179, Q12114, Q12335, Q12402, Q99287
...GO:0000981	o	3.215	0.869	3.700	37	1151	10	1151	8.4e-05	0.00687	RNA polymerase II transcription factor activity, sequence-specific DNA binding	P07248, P07261, P09959, P12383, P13393, P14164, P17106, P18412, P21538, P22035, P23255, P25302, P25502, P35189, P38129, P38140, P38157, P38351, P39001, P39521, P39678, P39956, P40466, P40489, P40535, P41696, P41813, P50104, P50105, P53040, Q03750, Q03761, Q03833, Q04226, Q05021, Q05958, Q06639
.GO:0000988	o	4.865	1.998	2.435	56	1151	23	1151	0.000206	0.0145	transcription factor activity, protein binding	O14467, P07248, P09959, P13393, P14922, P16649, P17106, P18412, P19263, P19659, P20134, P21538, P21957, P22035, P22579, P23255, P23615, P25357, P25554, P27692, P28004, P29055, P29056, P32389, P32432, P32494, P32561, P32776, P34161, P35189, P38351, P38931, P39001, P39520, P41813, P41895, P41896, P46678, P50105, P53064, P53114, P53718, P89105, Q02336, Q02961, Q03330, Q04116, Q04226, Q04673, Q04779, Q05021, Q06505, Q06697, Q08887, Q12060, Q12363
....GO:0009059	o	27.281	20.678	1.319	314	1151	238	1151	0.000247	0.0165	macromolecule biosynthetic process	O14467, P02406, P02407, P02994, P04449, P04456, P05317, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06778, P06843, P07248, P07261, P07263, P07280, P07284, P09938, P09959, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0C2I9, P0CH08, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10591, P10664, P10964, P11484, P11632, P11633, P12383, P12385, P12687, P13382, P13393, P13574, P14120, P14126, P14164, P14682, P14742, P14922, P15424, P15436, P15873, P16474, P16521, P16649, P17076, P17106, P17558, P17629, P17890, P18412, P18480, P18888, P19263, P19955, P20134, P21538, P21951, P21957, P22035, P22082, P22138, P22354, P22579, P23248, P23255, P23293, P23301, P23615, P25039, P25302, P25441, P25443, P25502, P25554, P25567, P25588, P26321, P26783, P26784, P26785, P26793, P27692, P29055, P29056, P29311, P29453, P29547, P29952, P31385, P32324, P32389, P32432, P32445, P32447, P32471, P32494, P32495, P32527, P32558, P32561, P32591, P32597, P32657, P32776, P32832, P32861, P32911, P33309, P33417, P33442, P34161, P34167, P34247, P34730, P35169, P35177, P35189, P35691, P35817, P35997, P36008, P36053, P36124, P36534, P37012, P38088, P38121, P38129, P38140, P38144, P38157, P38199, P38255, P38351, P38701, P38705, P38754, P38788, P38859, P38882, P38931, P38996, P39001, P39015, P39073, P39520, P39521, P39678, P39925, P39927, P39938, P39956, P40040, P40154, P40161, P40185, P40212, P40466, P40470, P40489, P40505, P40525, P40535, P40553, P40693, P40963, P41057, P41058, P41696, P41805, P41895, P41896, P41940, P42073, P43572, P43579, P43609, P46669, P46678, P46784, P46957, P46990, P47006, P47110, P47124, P48164, P48525, P48589, P49166, P49167, P49723, P50104, P50105, P53040, P53063, P53064, P53114, P53163, P53165, P53221, P53261, P53276, P53438, P53552, P53617, P53628, P53718, P53875, P53946, P53973, P61830, P80428, P89105, Q00416, Q01080, Q01163, Q01329, Q01448, Q01454, Q01855, Q02206, Q02326, Q02336, Q02555, Q02642, Q02753, Q02792, Q02908, Q02950, Q03280, Q03330, Q03434, Q03661, Q03750, Q03761, Q03799, Q03833, Q03940, Q03973, Q04002, Q04003, Q04116, Q04226, Q04545, Q04673, Q04779, Q05021, Q05123, Q05471, Q05506, Q05543, Q05775, Q05958, Q06224, Q06337, Q06505, Q06629, Q06639, Q06679, Q06697, Q07457, Q07458, Q07478, Q07794, Q08421, Q08649, Q08887, Q08923, Q08981, Q12060, Q12159, Q12345, Q12363, Q12433, Q12472, Q12514, Q12672, Q12692, Q2V2Q1, Q3E754, Q6Q547, Q99314
.....GO:0051173	o	11.816	7.385	1.600	136	1151	85	1151	0.000385	0.0237	positive regulation of nitrogen compound metabolic process	O13297, O14467, P00445, P01120, P02829, P05755, P07248, P07253, P07261, P07278, P09959, P0C0X0, P12383, P13574, P14066, P14164, P14922, P15873, P17106, P17629, P18412, P18480, P18888, P19263, P19659, P20134, P21538, P21560, P21957, P22035, P22082, P22141, P22147, P22579, P23255, P23293, P23301, P23615, P25302, P25357, P25443, P25451, P25502, P25554, P25694, P27692, P28707, P29547, P31111, P31378, P31385, P32324, P32389, P32432, P32445, P32447, P32468, P32527, P32558, P32561, P32591, P33297, P33298, P33299, P33309, P33892, P36053, P38074, P38140, P38144, P38157, P38255, P38300, P38351, P38827, P38882, P38931, P39001, P39073, P39520, P39521, P39678, P39956, P40327, P40466, P40489, P40505, P40513, P40535, P41696, P41813, P41895, P41896, P43535, P43583, P46678, P46784, P49687, P50104, P50105, P52553, P53064, P53165, P53276, P53297, P53438, P53549, P53551, P53552, P53628, P53973, P89105, Q01389, Q01560, Q01939, Q02336, Q02455, Q03195, Q03330, Q03790, Q03833, Q04004, Q04779, Q05123, Q05958, Q06629, Q06639, Q06679, Q06697, Q08179, Q08421, Q08649, Q08887, Q08923, Q12363, Q12514
.GO:0032991	o	54.561	47.350	1.152	628	1151	545	1151	0.000626	0.035	macromolecular complex	O13297, P00427, P00830, P00899, P00924, P00925, P00937, P00958, P02293, P02294, P02309, P02406, P02407, P02994, P03965, P04037, P04147, P04449, P04456, P04840, P04911, P05317, P05453, P05626, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06105, P06634, P07149, P07213, P07251, P07253, P07256, P07257, P07260, P07264, P07278, P07280, P07283, P07284, P07342, P08417, P09064, P09457, P09624, P09798, P09938, P09959, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0CH08, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10080, P10081, P10507, P10591, P10592, P10659, P10664, P10962, P10964, P11484, P11632, P11914, P12385, P12612, P12684, P12687, P12695, P12945, P13382, P13393, P13574, P13712, P14066, P14120, P14126, P14164, P14682, P14832, P14906, P14907, P14922, P15436, P15624, P15625, P15646, P15731, P15790, P15873, P15992, P16140, P16387, P16451, P16474, P16521, P16649, P16861, P16862, P17076, P17106, P17157, P17255, P17558, P17629, P17890, P17891, P18412, P18480, P18888, P19097, P19262, P19263, P19358, P19454, P19659, P19812, P19955, P20053, P20095, P20424, P20447, P20448, P20449, P20676, P20967, P21243, P21560, P21951, P22082, P22134, P22137, P22138, P22141, P22147, P22203, P22354, P22579, P23248, P23255, P23293, P23301, P23615, P24384, P25302, P25343, P25357, P25374, P25441, P25443, P25451, P25491, P25554, P25555, P25567, P25582, P25588, P25694, P26321, P26783, P26784, P26785, P27692, P28004, P28241, P28320, P28495, P28817, P28834, P29055, P29056, P29295, P29311, P29453, P29468, P29539, P29547, P30822, P30902, P31383, P31385, P31412, P31539, P31688, P32074, P32324, P32342, P32379, P32389, P32419, P32457, P32468, P32471, P32473, P32494, P32495, P32496, P32497, P32499, P32504, P32527, P32558, P32561, P32563, P32565, P32571, P32582, P32589, P32591, P32597, P32602, P32639, P32657, P32776, P32832, P32833, P32861, P32892, P32911, P32939, P33201, P33203, P33297, P33298, P33299, P33309, P33322, P33399, P33411, P33442, P33750, P33891, P33892, P34167, P34247, P34760, P35169, P35177, P35187, P35189, P35194, P35691, P35817, P35997, P36008, P36015, P36047, P36049, P36053, P36080, P36084, P36112, P36124, P36147, P36149, P36421, P36534, P38011, P38077, P38121, P38129, P38144, P38153, P38198, P38199, P38249, P38255, P38276, P38282, P38333, P38336, P38345, P38351, P38431, P38523, P38624, P38630, P38687, P38689, P38701, P38708, P38754, P38768, P38779, P38788, P38801, P38803, P38805, P38806, P38827, P38828, P38850, P38879, P38882, P38883, P38920, P38931, P38934, P38961, P38996, P39001, P39015, P39073, P39077, P39078, P39079, P39111, P39517, P39520, P39521, P39676, P39678, P39705, P39715, P39726, P39730, P39744, P39925, P39927, P39935, P39938, P39952, P39968, P40005, P40007, P40010, P40018, P40046, P40055, P40069, P40078, P40154, P40160, P40212, P40327, P40348, P40413, P40457, P40489, P40505, P40506, P40517, P40525, P40693, P40961, P40963, P40970, P41057, P41058, P41805, P41807, P41810, P41811, P41812, P41814, P41895, P41896, P42073, P42846, P42949, P43535, P43572, P43579, P43583, P43585, P43586, P43588, P43594, P43609, P43621, P45976, P45978, P46655, P46669, P46672, P46678, P46784, P46947, P46957, P46964, P46990, P47006, P47037, P47047, P47075, P47077, P47079, P47083, P47089, P47110, P47117, P47124, P47133, P48015, P48164, P48234, P48240, P48361, P48589, P48836, P49095, P49166, P49167, P49687, P49723, P50105, P50861, P52488, P52553, P52918, P53040, P53044, P53064, P53075, P53079, P53114, P53136, P53141, P53148, P53163, P53165, P53168, P53192, P53221, P53235, P53252, P53254, P53261, P53267, P53276, P53297, P53549, P53551, P53552, P53617, P53622, P53628, P53718, P53725, P53741, P53742, P53743, P53833, P53854, P53875, P53883, P53905, P53914, P53927, P53941, P53946, P53973, P60010, P61830, P80428, P89105, P89886, Q00055, Q00416, Q00711, Q00764, Q00916, Q00955, Q01080, Q01163, Q01329, Q01448, Q01454, Q01560, Q01662, Q01852, Q01855, Q01939, Q02159, Q02206, Q02326, Q02336, Q02455, Q02642, Q02647, Q02724, Q02725, Q02753, Q02775, Q02776, Q02821, Q02892, Q02908, Q02950, Q03012, Q03063, Q03195, Q03330, Q03338, Q03373, Q03388, Q03532, Q03690, Q03750, Q03761, Q03774, Q03790, Q03799, Q03940, Q03973, Q04002, Q04003, Q04067, Q04217, Q04226, Q04347, Q04500, Q04600, Q04660, Q04673, Q04693, Q04779, Q05021, Q05022, Q05123, Q05166, Q05471, Q05515, Q05635, Q05775, Q05779, Q05933, Q05942, Q05948, Q06103, Q06106, Q06177, Q06224, Q06287, Q06337, Q06405, Q06406, Q06411, Q06440, Q06506, Q06511, Q06624, Q06629, Q06631, Q06639, Q06679, Q06697, Q07458, Q07478, Q07914, Q07953, Q08162, Q08208, Q08649, Q08687, Q08689, Q08746, Q08822, Q08923, Q08925, Q08965, Q08972, Q12018, Q12060, Q12114, Q12118, Q12136, Q12149, Q12154, Q12159, Q12186, Q12220, Q12230, Q12250, Q12265, Q12309, Q12329, Q12345, Q12348, Q12377, Q12389, Q12433, Q12460, Q12495, Q12499, Q12508, Q12513, Q12514, Q12672, Q12692, Q12754, Q3E705, Q3E754, Q6Q547, Q6Q560, Q99207, Q99314, Q99383, Q9URQ3
