# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0051346	p	negative regulation of hydrolase activity	1/1159	4/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0051347	p	positive regulation of transferase activity	2/1159	6/1159	0.288	1.42e+03	1.25e+03	1.39e+03	1
GO:0051348	p	negative regulation of transferase activity	9/1159	10/1159	1	4.94e+03	2.73e+03	4.82e+03	1
GO:0051349	e	positive regulation of lyase activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051351	p	positive regulation of ligase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051352	e	negative regulation of ligase activity	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051382	p	kinetochore assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051383	p	kinetochore organization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051410	e	detoxification of nitrogen compound	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0051436	e	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051438	e	regulation of ubiquitin-protein transferase activity	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051439	e	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051444	e	negative regulation of ubiquitin-protein transferase activity	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051445	e	regulation of meiotic cell cycle	10/1159	5/1159	0.3	1.48e+03	1.29e+03	1.45e+03	1
GO:0051446	e	positive regulation of meiotic cell cycle	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0051447	e	negative regulation of meiotic cell cycle	7/1159	3/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0051452	p	intracellular pH reduction	8/1159	11/1159	0.646	3.19e+03	2.32e+03	3.11e+03	1
GO:0051453	p	regulation of intracellular pH	8/1159	11/1159	0.646	3.19e+03	2.32e+03	3.11e+03	1
GO:0051455	e	attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0051457	e	maintenance of protein location in nucleus	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051493	p	regulation of cytoskeleton organization	11/1159	15/1159	0.555	2.74e+03	2.12e+03	2.67e+03	1
GO:0051494	e	negative regulation of cytoskeleton organization	7/1159	6/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051495	p	positive regulation of cytoskeleton organization	5/1159	9/1159	0.423	2.09e+03	1.74e+03	2.04e+03	1
GO:0051503	p	adenine nucleotide transport	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0051536	e	iron-sulfur cluster binding	13/1159	10/1159	0.676	3.34e+03	2.4e+03	3.26e+03	1
GO:0051537	p	2 iron, 2 sulfur cluster binding	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0051539	e	4 iron, 4 sulfur cluster binding	9/1159	6/1159	0.606	3e+03	2.29e+03	2.92e+03	1
GO:0051540	e	metal cluster binding	13/1159	10/1159	0.676	3.34e+03	2.4e+03	3.26e+03	1
GO:0051568	e	histone H3-K4 methylation	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0051569	e	regulation of histone H3-K4 methylation	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0051571	e	positive regulation of histone H3-K4 methylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0051597	e	response to methylmercury	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0051598	e	meiotic recombination checkpoint	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051603	p	proteolysis involved in cellular protein catabolic process	40/1159	49/1159	0.387	1.91e+03	1.61e+03	1.87e+03	1
GO:0051604	p	protein maturation	8/1159	10/1159	0.814	4.02e+03	2.62e+03	3.92e+03	1
GO:0051606	e	detection of stimulus	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0051640	e	organelle localization	37/1159	34/1159	0.81	4e+03	2.61e+03	3.9e+03	1
GO:0051641	p	cellular localization	113/1159	114/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0051645	p	Golgi localization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051646	p	mitochondrion localization	8/1159	11/1159	0.646	3.19e+03	2.32e+03	3.11e+03	1
GO:0051647	p	nucleus localization	1/1159	4/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0051648	p	vesicle localization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051649	p	establishment of localization in cell	157/1159	177/1159	0.261	1.29e+03	1.14e+03	1.26e+03	1
GO:0051650	p	establishment of vesicle localization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051651	p	maintenance of location in cell	9/1159	12/1159	0.662	3.27e+03	2.36e+03	3.19e+03	1
GO:0051653	p	spindle localization	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0051654	p	establishment of mitochondrion localization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051656	e	establishment of organelle localization	26/1159	23/1159	0.773	3.82e+03	2.56e+03	3.72e+03	1
GO:0051664	p	nuclear pore localization	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051666	p	actin cortical patch localization	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0051668	p	localization within membrane	4/1159	7/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0051693	e	actin filament capping	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0051704	e	multi-organism process	9/1159	8/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051716	e	cellular response to stimulus	151/1159	114/1159	0.0186	92.2	88.6	89.8	1
GO:0051726	e	regulation of cell cycle	32/1159	28/1159	0.695	3.44e+03	2.4e+03	3.35e+03	1
GO:0051748	p	UTP-monosaccharide-1-phosphate uridylyltransferase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051781	e	positive regulation of cell division	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0051782	e	negative regulation of cell division	10/1159	8/1159	0.814	4.02e+03	2.62e+03	3.92e+03	1
GO:0051783	e	regulation of nuclear division	15/1159	14/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051784	e	negative regulation of nuclear division	10/1159	8/1159	0.814	4.02e+03	2.62e+03	3.92e+03	1
GO:0051785	e	positive regulation of nuclear division	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0051787	p	misfolded protein binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051864	e	histone demethylase activity (H3-K36 specific)	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0051865	p	protein autoubiquitination	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051879	e	Hsp90 protein binding	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051903	e	S-(hydroxymethyl)glutathione dehydrogenase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0051920	e	peroxiredoxin activity	6/1159	4/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0051972	p	regulation of telomerase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051983	p	regulation of chromosome segregation	5/1159	6/1159	1	4.94e+03	1.82e+03	4.82e+03	1
GO:0051984	e	positive regulation of chromosome segregation	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051985	p	negative regulation of chromosome segregation	3/1159	5/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0051987	e	positive regulation of attachment of spindle microtubules to kinetochore	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051988	e	regulation of attachment of spindle microtubules to kinetochore	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0051996	p	squalene synthase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0052547	p	regulation of peptidase activity	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0052548	p	regulation of endopeptidase activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0052646	p	alditol phosphate metabolic process	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0052654	e	L-leucine transaminase activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0052655	e	L-valine transaminase activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0052656	e	L-isoleucine transaminase activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0052657	p	guanine phosphoribosyltransferase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0052689	p	carboxylic ester hydrolase activity	7/1159	10/1159	0.628	3.1e+03	2.27e+03	3.02e+03	1
GO:0052690	p	trichloro-p-hydroquinone reductive dehalogenase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0052723	e	inositol hexakisphosphate 1-kinase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0052724	e	inositol hexakisphosphate 3-kinase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0052803	e	imidazole-containing compound metabolic process	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0052821	e	DNA-7-methyladenine glycosylase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0052822	e	DNA-3-methylguanine glycosylase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0052855	e	ADP-dependent NAD(P)H-hydrate dehydratase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0052906	e	tRNA (guanine(37)-N(1))-methyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0052927	e	CTP:tRNA cytidylyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0052928	e	CTP:3'-cytidine-tRNA cytidylyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0052929	e	ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0055029	p	nuclear DNA-directed RNA polymerase complex	8/1159	11/1159	0.646	3.19e+03	2.32e+03	3.11e+03	1
GO:0055065	p	metal ion homeostasis	11/1159	16/1159	0.439	2.17e+03	1.8e+03	2.12e+03	1
GO:0055067	p	monovalent inorganic cation homeostasis	10/1159	13/1159	0.676	3.34e+03	2.4e+03	3.26e+03	1
GO:0055069	p	zinc ion homeostasis	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0055070	p	copper ion homeostasis	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0055071	p	manganese ion homeostasis	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0055072	p	iron ion homeostasis	6/1159	7/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0055074	p	calcium ion homeostasis	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0055075	p	potassium ion homeostasis	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0055076	p	transition metal ion homeostasis	8/1159	12/1159	0.502	2.48e+03	1.97e+03	2.42e+03	1
GO:0055080	p	cation homeostasis	20/1159	28/1159	0.307	1.52e+03	1.32e+03	1.48e+03	1
GO:0055082	p	cellular chemical homeostasis	20/1159	27/1159	0.377	1.86e+03	1.57e+03	1.82e+03	1
GO:0055085	p	transmembrane transport	54/1159	73/1159	0.1	495	461	482	1
GO:0055086	p	nucleobase-containing small molecule metabolic process	103/1159	104/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0055088	e	lipid homeostasis	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0055090	e	acylglycerol homeostasis	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0055092	e	sterol homeostasis	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0055103	e	ligase regulator activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0055105	e	ubiquitin-protein transferase inhibitor activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0055106	e	ubiquitin-protein transferase regulator activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0055114	e	oxidation-reduction process	129/1159	128/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0055129	e	L-proline biosynthetic process	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0060089	p	molecular transducer activity	3/1159	7/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0060090	p	binding, bridging	12/1159	13/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0060188	e	regulation of protein desumoylation	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0060194	p	regulation of antisense RNA transcription	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0060195	p	negative regulation of antisense RNA transcription	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0060211	p	regulation of nuclear-transcribed mRNA poly(A) tail shortening	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0060237	e	regulation of fungal-type cell wall organization	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0060238	p	regulation of signal transduction involved in conjugation with cellular fusion	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0060249	e	anatomical structure homeostasis	13/1159	10/1159	0.676	3.34e+03	2.4e+03	3.26e+03	1
GO:0060255	e	regulation of macromolecule metabolic process	287/1159	187/1159	3.17e-07	0.00157	0.00156	0.00153	0.986
GO:0060256	e	regulation of flocculation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0060257	e	negative regulation of flocculation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0060258	e	negative regulation of filamentous growth	6/1159	1/1159	0.124	615	569	599	1
GO:0060260	e	regulation of transcription initiation from RNA polymerase II promoter	12/1159	6/1159	0.236	1.17e+03	1.04e+03	1.14e+03	1
GO:0060261	e	positive regulation of transcription initiation from RNA polymerase II promoter	8/1159	5/1159	0.58	2.87e+03	2.21e+03	2.79e+03	1
GO:0060274	e	maintenance of stationary phase	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0060275	e	maintenance of stationary phase in response to starvation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0060303	e	regulation of nucleosome density	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0060304	p	regulation of phosphatidylinositol dephosphorylation	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0060341	e	regulation of cellular localization	13/1159	11/1159	0.838	4.14e+03	2.66e+03	4.04e+03	1
GO:0060542	e	regulation of strand invasion	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0060543	e	negative regulation of strand invasion	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0060548	p	negative regulation of cell death	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0060567	e	negative regulation of DNA-templated transcription, termination	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0060589	p	nucleoside-triphosphatase regulator activity	20/1159	20/1159	1	4.94e+03	1.93e+03	4.82e+03	1
GO:0060590	e	ATPase regulator activity	12/1159	9/1159	0.662	3.27e+03	2.36e+03	3.19e+03	1
GO:0060627	p	regulation of vesicle-mediated transport	5/1159	9/1159	0.423	2.09e+03	1.74e+03	2.04e+03	1
GO:0060628	p	regulation of ER to Golgi vesicle-mediated transport	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0060631	e	regulation of meiosis I	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0060700	p	regulation of ribonuclease activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0060903	e	positive regulation of meiosis I	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0060962	e	regulation of ribosomal protein gene transcription from RNA polymerase II promoter	5/1159	1/1159	0.218	1.08e+03	972	1.05e+03	1
GO:0060963	e	positive regulation of ribosomal protein gene transcription from RNA polymerase II promoter	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0060968	e	regulation of gene silencing	18/1159	7/1159	0.0422	208	199	203	1
GO:0060969	e	negative regulation of gene silencing	12/1159	5/1159	0.142	702	644	684	1
GO:0060988	p	lipid tube assembly	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0061013	p	regulation of mRNA catabolic process	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0061014	p	positive regulation of mRNA catabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0061024	p	membrane organization	48/1159	58/1159	0.371	1.83e+03	1.57e+03	1.79e+03	1
GO:0061025	p	membrane fusion	13/1159	18/1159	0.47	2.32e+03	1.89e+03	2.26e+03	1
GO:0061077	e	chaperone-mediated protein folding	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0061133	e	endopeptidase activator activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0061134	p	peptidase regulator activity	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0061135	p	endopeptidase regulator activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0061136	p	regulation of proteasomal protein catabolic process	5/1159	6/1159	1	4.94e+03	1.82e+03	4.82e+03	1
GO:0061163	p	endoplasmic reticulum polarization	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0061186	e	negative regulation of chromatin silencing at silent mating-type cassette	8/1159	3/1159	0.225	1.11e+03	1e+03	1.09e+03	1
GO:0061187	e	regulation of chromatin silencing at rDNA	6/1159	2/1159	0.288	1.42e+03	1.25e+03	1.39e+03	1
GO:0061188	e	negative regulation of chromatin silencing at rDNA	6/1159	1/1159	0.124	615	569	599	1
GO:0061408	e	positive regulation of transcription from RNA polymerase II promoter in response to heat stress	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0061410	e	positive regulation of transcription from RNA polymerase II promoter in response to ethanol	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061412	e	positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0061413	e	regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061414	e	positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061415	e	negative regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061421	e	positive regulation of transcription by oleic acid	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0061424	e	positive regulation of peroxisome organization by positive regulation of transcription from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061425	e	positive regulation of ethanol catabolic process by positive regulation of transcription from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061427	e	negative regulation of ceramide biosynthetic process by negative regulation of transcription from RNA Polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061429	e	positive regulation of transcription from RNA polymerase II promoter by oleic acid	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0061432	e	regulation of transcription from RNA polymerase II promoter in response to methionine	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061435	e	positive regulation of transcription from a mobile element promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061505	e	DNA topoisomerase II activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0061572	p	actin filament bundle organization	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0061587	e	transfer RNA gene-mediated silencing	7/1159	4/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0061617	e	MICOS complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0061630	p	ubiquitin protein ligase activity	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0061640	p	cytoskeleton-dependent cytokinesis	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0061645	p	endocytic patch	15/1159	21/1159	0.401	1.98e+03	1.66e+03	1.93e+03	1
GO:0061647	e	histone H3-K9 modification	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0061659	p	ubiquitin-like protein ligase activity	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0061671	e	Cbp3p-Cbp6 complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0061695	p	transferase complex, transferring phosphorus-containing groups	21/1159	23/1159	0.879	4.35e+03	2.75e+03	4.24e+03	1
GO:0065002	p	intracellular protein transmembrane transport	16/1159	21/1159	0.508	2.51e+03	1.97e+03	2.45e+03	1
GO:0065003	e	macromolecular complex assembly	151/1159	123/1159	0.0822	406	381	396	1
GO:0065004	e	protein-DNA complex assembly	34/1159	18/1159	0.0344	170	163	166	1
GO:0065005	p	protein-lipid complex assembly	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0065007	e	biological regulation	409/1159	339/1159	0.00216	10.7	10.4	10.4	1
GO:0065008	p	regulation of biological quality	92/1159	99/1159	0.65	3.21e+03	2.32e+03	3.13e+03	1
GO:0065009	p	regulation of molecular function	62/1159	78/1159	0.191	943	854	919	1
GO:0070001	p	aspartic-type peptidase activity	3/1159	5/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0070003	p	threonine-type peptidase activity	5/1159	8/1159	0.58	2.87e+03	2.21e+03	2.79e+03	1
GO:0070006	p	metalloaminopeptidase activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0070011	p	peptidase activity, acting on L-amino acid peptides	27/1159	33/1159	0.513	2.54e+03	1.99e+03	2.47e+03	1
GO:0070013	e	intracellular organelle lumen	55/1159	38/1159	0.0899	444	416	433	1
GO:0070035	e	purine NTP-dependent helicase activity	26/1159	13/1159	0.0513	253	240	247	1
GO:0070037	e	rRNA (pseudouridine) methyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070039	e	rRNA (guanosine-2'-O-)-methyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070042	e	rRNA (uridine-N3-)-methyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070058	p	tRNA gene clustering	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070063	e	RNA polymerase binding	9/1159	4/1159	0.265	1.31e+03	1.16e+03	1.28e+03	1
GO:0070069	p	cytochrome complex	4/1159	6/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0070070	p	proton-transporting V-type ATPase complex assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070071	p	proton-transporting two-sector ATPase complex assembly	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0070072	p	vacuolar proton-transporting V-type ATPase complex assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070076	e	histone lysine demethylation	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0070084	p	protein initiator methionine removal	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070085	p	glycosylation	4/1159	16/1159	0.0115	56.7	54.8	55.3	1
GO:0070124	p	mitochondrial translational initiation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070125	p	mitochondrial translational elongation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070127	e	tRNA aminoacylation for mitochondrial protein translation	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0070129	e	regulation of mitochondrial translation	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0070131	e	positive regulation of mitochondrial translation	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0070143	p	mitochondrial alanyl-tRNA aminoacylation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070149	e	mitochondrial glutamyl-tRNA aminoacylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070150	p	mitochondrial glycyl-tRNA aminoacylation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070158	e	mitochondrial seryl-tRNA aminoacylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070180	e	large ribosomal subunit rRNA binding	6/1159	3/1159	0.507	2.51e+03	1.98e+03	2.44e+03	1
GO:0070181	p	small ribosomal subunit rRNA binding	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0070183	e	mitochondrial tryptophanyl-tRNA aminoacylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070187	e	telosome	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070189	p	kynurenine metabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070192	e	chromosome organization involved in meiosis	6/1159	2/1159	0.288	1.42e+03	1.25e+03	1.39e+03	1
GO:0070193	e	synaptonemal complex organization	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070199	p	establishment of protein localization to chromosome	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070201	p	regulation of establishment of protein localization	4/1159	5/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070259	e	tyrosyl-DNA phosphodiesterase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0070271	e	protein complex biogenesis	10/1159	8/1159	0.814	4.02e+03	2.62e+03	3.92e+03	1
GO:0070273	p	phosphatidylinositol-4-phosphate binding	4/1159	5/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0070274	e	RES complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
