# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0045242	e	isocitrate dehydrogenase complex (NAD+)	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0045252	e	oxoglutarate dehydrogenase complex	4/1159	4/4258	0.00547	27	24	26.3	n.a.
GO:0045254	e	pyruvate dehydrogenase complex	5/1159	5/4258	0.00148	7.34	6.7	7.15	n.a.
GO:0045257	p	succinate dehydrogenase complex (ubiquinone)	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0045263	p	proton-transporting ATP synthase complex, coupling factor F(o)	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0045265	e	proton-transporting ATP synthase, stator stalk	3/1159	3/4258	0.0201	99.5	83.6	97	n.a.
GO:0045267	e	proton-transporting ATP synthase, catalytic core	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0045269	e	proton-transporting ATP synthase, central stalk	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0045275	p	respiratory chain complex III	2/1159	8/4258	1	4.94e+03	658	4.82e+03	n.a.
GO:0045277	p	respiratory chain complex IV	2/1159	10/4258	1	4.94e+03	780	4.82e+03	n.a.
GO:0045281	p	succinate dehydrogenase complex	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0045283	p	fumarate reductase complex	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0045290	e	D-arabinose 1-dehydrogenase [NAD(P)+] activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0045309	e	protein phosphorylated amino acid binding	6/1159	8/4258	0.00666	32.9	28.9	32.1	n.a.
GO:0045324	p	late endosome to vacuole transport	4/1159	39/4258	0.0174	85.9	72.9	83.7	n.a.
GO:0045333	e	cellular respiration	14/1159	44/4258	0.497	2.46e+03	757	2.4e+03	n.a.
GO:0045337	p	farnesyl diphosphate biosynthetic process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0045338	p	farnesyl diphosphate metabolic process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0045454	e	cell redox homeostasis	13/1159	30/4258	0.0618	305	240	298	n.a.
GO:0045595	e	regulation of cell differentiation	3/1159	10/4258	0.737	3.64e+03	777	3.55e+03	n.a.
GO:0045596	e	negative regulation of cell differentiation	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0045597	e	positive regulation of cell differentiation	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0045719	p	negative regulation of glycogen biosynthetic process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0045721	e	negative regulation of gluconeogenesis	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0045722	e	positive regulation of gluconeogenesis	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0045727	e	positive regulation of translation	12/1159	29/4258	0.095	469	339	458	n.a.
GO:0045732	e	positive regulation of protein catabolic process	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0045740	e	positive regulation of DNA replication	5/1159	9/4258	0.0681	337	261	328	n.a.
GO:0045761	e	regulation of adenylate cyclase activity	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0045762	e	positive regulation of adenylate cyclase activity	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0045763	e	negative regulation of cellular amino acid metabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0045764	e	positive regulation of cellular amino acid metabolic process	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0045785	e	positive regulation of cell adhesion	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0045786	p	negative regulation of cell cycle	15/1159	67/4258	0.409	2.02e+03	845	1.97e+03	n.a.
GO:0045787	e	positive regulation of cell cycle	7/1159	23/4258	0.814	4.02e+03	741	3.92e+03	n.a.
GO:0045798	e	negative regulation of chromatin assembly or disassembly	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0045807	p	positive regulation of endocytosis	1/1159	11/4258	0.308	1.52e+03	705	1.48e+03	n.a.
GO:0045814	e	negative regulation of gene expression, epigenetic	33/1159	98/4258	0.168	828	564	807	n.a.
GO:0045815	e	positive regulation of gene expression, epigenetic	12/1159	26/4258	0.0438	216	174	211	n.a.
GO:0045833	e	negative regulation of lipid metabolic process	3/1159	10/4258	0.737	3.64e+03	777	3.55e+03	n.a.
GO:0045834	p	positive regulation of lipid metabolic process	4/1159	16/4258	1	4.94e+03	791	4.82e+03	n.a.
GO:0045835	e	negative regulation of meiotic nuclear division	7/1159	15/4258	0.14	694	482	676	n.a.
GO:0045836	e	positive regulation of meiotic nuclear division	3/1159	5/4258	0.128	633	448	617	n.a.
GO:0045839	p	negative regulation of mitotic nuclear division	3/1159	29/4258	0.0565	279	221	272	n.a.
GO:0045841	p	negative regulation of mitotic metaphase/anaphase transition	3/1159	23/4258	0.16	791	543	771	n.a.
GO:0045851	e	pH reduction	8/1159	24/4258	0.495	2.44e+03	756	2.38e+03	n.a.
GO:0045859	p	regulation of protein kinase activity	6/1159	56/4258	0.00375	18.6	16.6	18.1	n.a.
GO:0045860	p	positive regulation of protein kinase activity	2/1159	24/4258	0.0378	187	151	182	n.a.
GO:0045861	p	negative regulation of proteolysis	4/1159	31/4258	0.102	507	364	494	n.a.
GO:0045862	e	positive regulation of proteolysis	4/1159	8/4258	0.225	1.11e+03	708	1.08e+03	n.a.
GO:0045892	e	negative regulation of transcription, DNA-templated	79/1159	202/4258	0.000179	0.886	0.832	0.864	n.a.
GO:0045893	e	positive regulation of transcription, DNA-templated	86/1159	230/4258	0.000578	2.86	2.65	2.78	n.a.
GO:0045894	e	negative regulation of mating-type specific transcription, DNA-templated	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0045896	e	regulation of transcription during mitosis	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0045898	e	regulation of RNA polymerase II transcriptional preinitiation complex assembly	7/1159	12/4258	0.0227	112	92.5	109	n.a.
GO:0045899	e	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	7/1159	10/4258	0.00585	28.9	25.4	28.2	n.a.
GO:0045900	e	negative regulation of translational elongation	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0045901	e	positive regulation of translational elongation	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0045903	e	positive regulation of translational fidelity	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0045905	e	positive regulation of translational termination	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0045910	e	negative regulation of DNA recombination	6/1159	13/4258	0.129	638	448	622	n.a.
GO:0045911	e	positive regulation of DNA recombination	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0045912	e	negative regulation of carbohydrate metabolic process	5/1159	15/4258	0.569	2.81e+03	808	2.74e+03	n.a.
GO:0045913	e	positive regulation of carbohydrate metabolic process	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0045923	p	positive regulation of fatty acid metabolic process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0045926	e	negative regulation of growth	6/1159	8/4258	0.00666	32.9	28.9	32.1	n.a.
GO:0045927	e	positive regulation of growth	6/1159	14/4258	0.227	1.12e+03	708	1.09e+03	n.a.
GO:0045930	p	negative regulation of mitotic cell cycle	9/1159	46/4258	0.317	1.57e+03	718	1.53e+03	n.a.
GO:0045931	p	positive regulation of mitotic cell cycle	3/1159	14/4258	0.77	3.81e+03	754	3.71e+03	n.a.
GO:0045934	e	negative regulation of nucleobase-containing compound metabolic process	89/1159	237/4258	0.000392	1.94	1.8	1.89	n.a.
GO:0045935	e	positive regulation of nucleobase-containing compound metabolic process	93/1159	254/4258	0.000791	3.91	3.6	3.81	n.a.
GO:0045936	p	negative regulation of phosphate metabolic process	7/1159	35/4258	0.446	2.2e+03	905	2.15e+03	n.a.
GO:0045937	p	positive regulation of phosphate metabolic process	11/1159	52/4258	0.433	2.14e+03	884	2.08e+03	n.a.
GO:0045940	e	positive regulation of steroid metabolic process	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0045943	e	positive regulation of transcription from RNA polymerase I promoter	8/1159	19/4258	0.193	953	617	929	n.a.
GO:0045944	e	positive regulation of transcription from RNA polymerase II promoter	75/1159	194/4258	0.00037	1.83	1.71	1.78	n.a.
GO:0045947	e	negative regulation of translational initiation	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0045948	e	positive regulation of translational initiation	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0045981	e	positive regulation of nucleotide metabolic process	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0045984	e	negative regulation of pyrimidine nucleobase metabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0045990	e	carbon catabolite regulation of transcription	13/1159	28/4258	0.0312	154	125	150	n.a.
GO:0045991	e	carbon catabolite activation of transcription	8/1159	18/4258	0.113	558	399	544	n.a.
GO:0045996	e	negative regulation of transcription by pheromones	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0046015	e	regulation of transcription by glucose	4/1159	9/4258	0.266	1.32e+03	813	1.28e+03	n.a.
GO:0046019	e	regulation of transcription from RNA polymerase II promoter by pheromones	4/1159	9/4258	0.266	1.32e+03	813	1.28e+03	n.a.
GO:0046020	e	negative regulation of transcription from RNA polymerase II promoter by pheromones	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0046021	e	regulation of transcription from RNA polymerase II promoter, mitotic	3/1159	4/4258	0.0641	317	249	309	n.a.
GO:0046031	e	ADP metabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046033	e	AMP metabolic process	4/1159	6/4258	0.0504	249	199	243	n.a.
GO:0046034	e	ATP metabolic process	12/1159	23/4258	0.0158	78.2	66.4	76.2	n.a.
GO:0046036	e	CTP metabolic process	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0046037	e	GMP metabolic process	5/1159	6/4258	0.00689	34.1	29.8	33.2	n.a.
GO:0046039	e	GTP metabolic process	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0046040	e	IMP metabolic process	7/1159	11/4258	0.0123	60.9	52.3	59.4	n.a.
GO:0046049	e	UMP metabolic process	6/1159	8/4258	0.00666	32.9	28.9	32.1	n.a.
GO:0046051	e	UTP metabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046073	e	dTMP metabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046075	e	dTTP metabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046083	e	adenine metabolic process	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0046085	p	adenosine metabolic process	1/1159	8/4258	0.691	3.42e+03	774	3.33e+03	n.a.
GO:0046087	e	cytidine metabolic process	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0046100	e	hypoxanthine metabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046101	e	hypoxanthine biosynthetic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046112	e	nucleobase biosynthetic process	11/1159	17/4258	0.00133	6.58	6.01	6.41	n.a.
GO:0046113	e	nucleobase catabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046128	e	purine ribonucleoside metabolic process	48/1159	92/4258	3.27e-07	0.00162	0.00157	0.00157	n.a.
GO:0046129	e	purine ribonucleoside biosynthetic process	21/1159	43/4258	0.00283	14	12.5	13.6	n.a.
GO:0046130	e	purine ribonucleoside catabolic process	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0046131	e	pyrimidine ribonucleoside metabolic process	8/1159	13/4258	0.00974	48.1	41.6	46.9	n.a.
GO:0046132	e	pyrimidine ribonucleoside biosynthetic process	8/1159	11/4258	0.00215	10.6	9.59	10.3	n.a.
GO:0046134	e	pyrimidine nucleoside biosynthetic process	8/1159	11/4258	0.00215	10.6	9.59	10.3	n.a.
GO:0046148	e	pigment biosynthetic process	10/1159	25/4258	0.175	866	588	844	n.a.
GO:0046164	e	alcohol catabolic process	6/1159	13/4258	0.129	638	448	622	n.a.
GO:0046165	e	alcohol biosynthetic process	24/1159	65/4258	0.091	450	327	439	n.a.
GO:0046168	e	glycerol-3-phosphate catabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046173	e	polyol biosynthetic process	4/1159	10/4258	0.475	2.35e+03	735	2.29e+03	n.a.
GO:0046174	e	polyol catabolic process	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0046184	p	aldehyde biosynthetic process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0046185	p	aldehyde catabolic process	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0046203	e	spermidine catabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046218	p	indolalkylamine catabolic process	1/1159	8/4258	0.691	3.42e+03	774	3.33e+03	n.a.
GO:0046219	e	indolalkylamine biosynthetic process	3/1159	5/4258	0.128	633	448	617	n.a.
GO:0046292	e	formaldehyde metabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046294	e	formaldehyde catabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046320	e	regulation of fatty acid oxidation	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046321	e	positive regulation of fatty acid oxidation	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046323	e	glucose import	3/1159	3/4258	0.0201	99.5	83.6	97	n.a.
GO:0046341	p	CDP-diacylglycerol metabolic process	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0046348	e	amino sugar catabolic process	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0046349	p	amino sugar biosynthetic process	4/1159	17/4258	1	4.94e+03	845	4.82e+03	n.a.
GO:0046351	e	disaccharide biosynthetic process	4/1159	7/4258	0.0927	458	332	447	n.a.
GO:0046352	e	disaccharide catabolic process	6/1159	12/4258	0.1	496	357	484	n.a.
GO:0046356	e	acetyl-CoA catabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046364	e	monosaccharide biosynthetic process	14/1159	16/4258	7.78e-07	0.00384	0.00373	0.00375	n.a.
GO:0046365	p	monosaccharide catabolic process	3/1159	12/4258	1	4.94e+03	839	4.82e+03	n.a.
GO:0046385	p	deoxyribose phosphate biosynthetic process	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0046390	e	ribose phosphate biosynthetic process	34/1159	65/4258	1.63e-05	0.0804	0.0769	0.0784	n.a.
GO:0046391	e	5-phosphoribose 1-diphosphate metabolic process	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0046394	e	carboxylic acid biosynthetic process	74/1159	161/4258	2.81e-07	0.00139	0.00135	0.00135	n.a.
GO:0046395	e	carboxylic acid catabolic process	27/1159	62/4258	0.0058	28.7	25.3	28	n.a.
GO:0046416	e	D-amino acid metabolic process	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0046417	e	chorismate metabolic process	3/1159	5/4258	0.128	633	448	617	n.a.
GO:0046434	p	organophosphate catabolic process	3/1159	21/4258	0.225	1.11e+03	709	1.08e+03	n.a.
GO:0046440	e	L-lysine metabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046451	e	diaminopimelate metabolic process	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0046459	e	short-chain fatty acid metabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046467	p	membrane lipid biosynthetic process	1/1159	36/4258	0.000228	1.13	1.06	1.1	n.a.
GO:0046470	p	phosphatidylcholine metabolic process	3/1159	12/4258	1	4.94e+03	839	4.82e+03	n.a.
GO:0046474	p	glycerophospholipid biosynthetic process	5/1159	49/4258	0.00554	27.4	24.1	26.7	n.a.
GO:0046483	e	heterocycle metabolic process	549/1159	1393/4258	4.16e-10	2.05e-06	2.03e-06	2e-06	n.a.
GO:0046486	p	glycerolipid metabolic process	7/1159	83/4258	2.85e-05	0.141	0.135	0.137	n.a.
GO:0046487	p	glyoxylate metabolic process	2/1159	8/4258	1	4.94e+03	658	4.82e+03	n.a.
GO:0046488	p	phosphatidylinositol metabolic process	3/1159	43/4258	0.00157	7.75	7.06	7.55	n.a.
GO:0046490	p	isopentenyl diphosphate metabolic process	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0046496	e	nicotinamide nucleotide metabolic process	39/1159	72/4258	1.36e-06	0.0067	0.00649	0.00653	n.a.
GO:0046497	p	nicotinate nucleotide metabolic process	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0046498	e	S-adenosylhomocysteine metabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046500	e	S-adenosylmethionine metabolic process	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0046501	e	protoporphyrinogen IX metabolic process	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0046527	p	glucosyltransferase activity	1/1159	15/4258	0.0845	417	305	407	n.a.
GO:0046540	e	U4/U6 x U5 tri-snRNP complex	8/1159	26/4258	0.662	3.27e+03	824	3.19e+03	n.a.
GO:0046578	p	regulation of Ras protein signal transduction	2/1159	15/4258	0.382	1.89e+03	815	1.84e+03	n.a.
GO:0046580	p	negative regulation of Ras protein signal transduction	2/1159	10/4258	1	4.94e+03	780	4.82e+03	n.a.
GO:0046653	e	tetrahydrofolate metabolic process	4/1159	11/4258	0.504	2.49e+03	766	2.43e+03	n.a.
GO:0046655	p	folic acid metabolic process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0046656	p	folic acid biosynthetic process	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0046677	e	response to antibiotic	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0046685	e	response to arsenic-containing substance	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0046686	e	response to cadmium ion	4/1159	8/4258	0.225	1.11e+03	708	1.08e+03	n.a.
GO:0046695	e	SLIK (SAGA-like) complex	10/1159	17/4258	0.0104	51.5	44.4	50.2	n.a.
GO:0046700	e	heterocycle catabolic process	42/1159	134/4258	0.279	1.38e+03	679	1.34e+03	n.a.
GO:0046822	e	regulation of nucleocytoplasmic transport	4/1159	14/4258	1	4.94e+03	754	4.82e+03	n.a.
GO:0046823	e	negative regulation of nucleocytoplasmic transport	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0046824	p	positive regulation of nucleocytoplasmic transport	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0046828	e	regulation of RNA import into nucleus	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046830	e	positive regulation of RNA import into nucleus	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046835	e	carbohydrate phosphorylation	6/1159	11/4258	0.0808	399	293	389	n.a.
GO:0046872	e	metal ion binding	186/1159	614/4258	0.0697	345	266	336	n.a.
GO:0046873	p	metal ion transmembrane transporter activity	4/1159	34/4258	0.0511	252	201	246	n.a.
GO:0046889	p	positive regulation of lipid biosynthetic process	3/1159	13/4258	1	4.94e+03	736	4.82e+03	n.a.
GO:0046890	e	regulation of lipid biosynthetic process	9/1159	28/4258	0.529	2.61e+03	785	2.55e+03	n.a.
GO:0046898	e	response to cycloheximide	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0046902	e	regulation of mitochondrial membrane permeability	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046903	p	secretion	4/1159	48/4258	0.00172	8.51	7.73	8.29	n.a.
GO:0046906	e	tetrapyrrole binding	5/1159	18/4258	1	4.94e+03	295	4.82e+03	n.a.
GO:0046907	p	intracellular transport	149/1159	592/4258	0.233	1.15e+03	720	1.12e+03	n.a.
GO:0046912	e	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	7/1159	9/4258	0.00229	11.3	10.2	11	n.a.
GO:0046914	p	transition metal ion binding	56/1159	211/4258	0.874	4.32e+03	757	4.21e+03	n.a.
GO:0046915	p	transition metal ion transmembrane transporter activity	2/1159	19/4258	0.124	612	434	597	n.a.
GO:0046916	p	cellular transition metal ion homeostasis	8/1159	47/4258	0.138	681	474	664	n.a.
GO:0046930	p	pore complex	12/1159	57/4258	0.369	1.82e+03	795	1.78e+03	n.a.
GO:0046931	e	pore complex assembly	3/1159	7/4258	0.399	1.97e+03	842	1.92e+03	n.a.
GO:0046933	e	proton-transporting ATP synthase activity, rotational mechanism	7/1159	14/4258	0.0699	346	267	337	n.a.
GO:0046939	e	nucleotide phosphorylation	4/1159	8/4258	0.225	1.11e+03	708	1.08e+03	n.a.
GO:0046942	p	carboxylic acid transport	4/1159	48/4258	0.00172	8.51	7.73	8.29	n.a.
GO:0046943	p	carboxylic acid transmembrane transporter activity	2/1159	37/4258	0.00129	6.38	5.84	6.22	n.a.
GO:0046949	e	fatty-acyl-CoA biosynthetic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0046961	e	proton-transporting ATPase activity, rotational mechanism	14/1159	20/4258	7.92e-05	0.391	0.37	0.382	n.a.
GO:0046967	e	cytosol to ER transport	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0046969	e	NAD-dependent histone deacetylase activity (H3-K9 specific)	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0046970	e	NAD-dependent histone deacetylase activity (H4-K16 specific)	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0046982	e	protein heterodimerization activity	9/1159	23/4258	0.238	1.18e+03	736	1.15e+03	n.a.
GO:0046983	e	protein dimerization activity	17/1159	55/4258	0.543	2.68e+03	785	2.62e+03	n.a.
GO:0046999	p	regulation of conjugation	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0047012	e	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0047046	e	homoisocitrate dehydrogenase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0047066	e	phospholipid-hydroperoxide glutathione peroxidase activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0047429	p	nucleoside-triphosphate diphosphatase activity	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0047433	e	branched-chain-2-oxoacid decarboxylase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0047451	e	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0047453	e	ATP-dependent NAD(P)H-hydrate dehydratase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0047536	e	2-aminoadipate transaminase activity	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0047547	e	2-methylcitrate dehydratase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0047631	e	ADP-ribose diphosphatase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0047635	e	alanine-oxo-acid transaminase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0047812	e	D-amino-acid N-acetyltransferase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0047840	e	dCTP diphosphatase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0048024	e	regulation of mRNA splicing, via spliceosome	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0048025	e	negative regulation of mRNA splicing, via spliceosome	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0048037	e	cofactor binding	61/1159	129/4258	9.16e-07	0.00453	0.00439	0.00441	n.a.
GO:0048096	e	chromatin-mediated maintenance of transcription	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0048188	e	Set1C/COMPASS complex	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0048193	p	Golgi vesicle transport	27/1159	170/4258	0.000557	2.75	2.55	2.68	n.a.
GO:0048194	e	Golgi vesicle budding	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0048209	p	regulation of vesicle targeting, to, from or within Golgi	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0048211	e	Golgi vesicle docking	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0048255	p	mRNA stabilization	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0048256	e	flap endonuclease activity	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0048278	p	vesicle docking	1/1159	16/4258	0.0867	428	312	418	n.a.
GO:0048280	p	vesicle fusion with Golgi apparatus	1/1159	8/4258	0.691	3.42e+03	774	3.33e+03	n.a.
GO:0048284	p	organelle fusion	16/1159	67/4258	0.583	2.88e+03	810	2.81e+03	n.a.
GO:0048285	p	organelle fission	21/1159	103/4258	0.144	714	494	696	n.a.
GO:0048306	e	calcium-dependent protein binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0048308	p	organelle inheritance	14/1159	52/4258	1	4.94e+03	66	4.82e+03	n.a.
GO:0048309	e	endoplasmic reticulum inheritance	3/1159	11/4258	1	4.94e+03	61	4.82e+03	n.a.
GO:0048311	e	mitochondrion distribution	8/1159	27/4258	0.829	4.09e+03	742	3.99e+03	n.a.
GO:0048312	e	intracellular distribution of mitochondria	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0048313	p	Golgi inheritance	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0048468	e	cell development	9/1159	26/4258	0.383	1.89e+03	814	1.84e+03	n.a.
GO:0048471	e	perinuclear region of cytoplasm	6/1159	15/4258	0.257	1.27e+03	789	1.24e+03	n.a.
GO:0048478	p	replication fork protection	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0048487	e	beta-tubulin binding	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0048500	e	signal recognition particle	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0048518	e	positive regulation of biological process	160/1159	541/4258	0.196	970	627	945	n.a.
GO:0048519	e	negative regulation of biological process	141/1159	439/4258	0.0173	85.6	72.6	83.4	n.a.
GO:0048522	e	positive regulation of cellular process	134/1159	420/4258	0.0244	121	99	117	n.a.
GO:0048523	e	negative regulation of cellular process	135/1159	415/4258	0.0125	61.6	52.8	60	n.a.
GO:0048583	p	regulation of response to stimulus	26/1159	117/4258	0.247	1.22e+03	762	1.19e+03	n.a.
GO:0048584	p	positive regulation of response to stimulus	8/1159	39/4258	0.469	2.32e+03	912	2.26e+03	n.a.
